trial_id,N,method,true_theta,true_phi,fidelity,infidelity,z_shots,x_shots,y_shots,z_counts_0,z_counts_1,x_counts_0,x_counts_1,y_counts_0,y_counts_1,reward,x_fraction,y_fraction,z_fraction
1965,250,XYZ_split,1.6883219276791652,3.531819263959475,0.9959518436523708,0.004048156347629228,83,83,84,31,52,1,82,27,57,,0.332,0.336,0.332
1965,250,RL_adaptive,1.6883219276791652,3.531819263959475,0.9895525041448092,0.01044749585519078,76,104,70,25,51,3,101,20,50,0.9895525041448092,0.416,0.28,0.304
1965,500,Z_only,1.6883219276791652,3.531819263959475,0.5586276192536244,0.44137238074637564,500,0,0,224,276,0,0,0,0,,0.0,0.0,1.0
1965,500,ZX_split,1.6883219276791652,3.531819263959475,0.962934525846914,0.03706547415308603,250,250,0,111,139,8,242,0,0,,0.5,0.0,0.5
1965,500,XYZ_split,1.6883219276791652,3.531819263959475,0.9973044044776602,0.0026955955223397776,166,166,168,80,86,4,162,57,111,,0.332,0.336,0.332
1965,500,RL_adaptive,1.6883219276791652,3.531819263959475,0.9995009155181546,0.0004990844818454354,134,190,176,57,77,5,185,50,126,0.9995009155181546,0.38,0.352,0.268
1966,10,Z_only,1.0111823070846842,5.274717093341337,0.7654295672937315,0.23457043270626854,10,0,0,8,2,0,0,0,0,,0.0,0.0,1.0
1966,10,ZX_split,1.0111823070846842,5.274717093341337,0.8232491129860692,0.17675088701393082,5,5,0,4,1,3,2,0,0,,0.5,0.0,0.5
1966,10,XYZ_split,1.0111823070846842,5.274717093341337,0.8165993258939525,0.18340067410604755,3,3,4,3,0,1,2,1,3,,0.3,0.4,0.3
1966,10,RL_adaptive,1.0111823070846842,5.274717093341337,0.6761136980836635,0.3238863019163365,3,3,4,1,2,1,2,0,4,0.6761136980836635,0.3,0.4,0.3
1966,25,Z_only,1.0111823070846842,5.274717093341337,0.7654295672937315,0.23457043270626854,25,0,0,21,4,0,0,0,0,,0.0,0.0,1.0
1966,25,ZX_split,1.0111823070846842,5.274717093341337,0.8484392092840745,0.15156079071592554,12,13,0,10,2,10,3,0,0,,0.52,0.0,0.48
1966,25,XYZ_split,1.0111823070846842,5.274717093341337,0.99627751866033,0.003722481339670014,8,8,9,7,1,6,2,1,8,,0.32,0.36,0.32
1966,25,RL_adaptive,1.0111823070846842,5.274717093341337,0.9831011500196389,0.016898849980361064,7,10,8,7,0,8,2,1,7,0.9831011500196389,0.4,0.32,0.28
1966,50,Z_only,1.0111823070846842,5.274717093341337,0.7654295672937315,0.23457043270626854,50,0,0,34,16,0,0,0,0,,0.0,0.0,1.0
1966,50,ZX_split,1.0111823070846842,5.274717093341337,0.8302826829189217,0.1697173170810783,25,25,0,17,8,20,5,0,0,,0.5,0.0,0.5
