target_id,seed,N,method,plane,alpha1,alpha2,fidelity,infidelity,shots_ZZ,shots_ZX,shots_ZY,shots_XZ,shots_XX,shots_XY,shots_YZ,shots_YX,shots_YY
0,0,10,Z_only,XZ,1.9764760295607424,5.1328994338790945,0.9176252975926026,0.08237470240739742,,,,,,,,,
0,0,10,ZX_split,XZ,1.9764760295607424,5.1328994338790945,0.9524323920975867,0.04756760790241332,,,,,,,,,
0,0,10,XYZ_split,XZ,1.9764760295607424,5.1328994338790945,0.9575251162467575,0.04247488375324249,,,,,,,,,
0,0,10,ORACLE_plane,XZ,1.9764760295607424,5.1328994338790945,0.8752239594989489,0.12477604050105107,,,,,,,,,
0,0,10,RL_adaptive,XZ,1.9764760295607424,5.1328994338790945,0.942956327201004,0.057043672798996026,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0
0,0,25,Z_only,XZ,1.9764760295607424,5.1328994338790945,0.9176252975926026,0.08237470240739742,,,,,,,,,
0,0,25,ZX_split,XZ,1.9764760295607424,5.1328994338790945,0.9696251815334962,0.030374818466503806,,,,,,,,,
0,0,25,XYZ_split,XZ,1.9764760295607424,5.1328994338790945,0.84415771313143,0.15584228686857005,,,,,,,,,
0,0,25,ORACLE_plane,XZ,1.9764760295607424,5.1328994338790945,0.9622716053446456,0.03772839465535438,,,,,,,,,
0,0,25,RL_adaptive,XZ,1.9764760295607424,5.1328994338790945,0.8787142018118208,0.1212857981881792,10.0,1.0,0.0,1.0,3.0,3.0,0.0,5.0,2.0
0,0,50,Z_only,XZ,1.9764760295607424,5.1328994338790945,0.9176252975926026,0.08237470240739742,,,,,,,,,
0,0,50,ZX_split,XZ,1.9764760295607424,5.1328994338790945,0.9062079314783278,0.09379206852167221,,,,,,,,,
0,0,50,XYZ_split,XZ,1.9764760295607424,5.1328994338790945,0.9087386842744141,0.09126131572558593,,,,,,,,,
0,0,50,ORACLE_plane,XZ,1.9764760295607424,5.1328994338790945,0.9660951677714553,0.03390483222854468,,,,,,,,,
0,0,50,RL_adaptive,XZ,1.9764760295607424,5.1328994338790945,0.9681102080655304,0.03188979193446961,9.0,1.0,0.0,0.0,9.0,3.0,1.0,19.0,8.0
0,0,100,Z_only,XZ,1.9764760295607424,5.1328994338790945,0.9176252975926026,0.08237470240739742,,,,,,,,,
0,0,100,ZX_split,XZ,1.9764760295607424,5.1328994338790945,0.9982777586606927,0.0017222413393073177,,,,,,,,,
0,0,100,XYZ_split,XZ,1.9764760295607424,5.1328994338790945,0.9885124062957504,0.011487593704249566,,,,,,,,,
0,0,100,ORACLE_plane,XZ,1.9764760295607424,5.1328994338790945,0.9837811228272044,0.016218877172795576,,,,,,,,,
0,0,100,RL_adaptive,XZ,1.9764760295607424,5.1328994338790945,0.9960765972668035,0.003923402733196468,2.0,4.0,10.0,42.0,12.0,6.0,18.0,2.0,4.0
0,0,250,Z_only,XZ,1.9764760295607424,5.1328994338790945,0.9176252975926026,0.08237470240739742,,,,,,,,,
0,0,250,ZX_split,XZ,1.9764760295607424,5.1328994338790945,0.998563813031748,0.0014361869682519846,,,,,,,,,
0,0,250,XYZ_split,XZ,1.9764760295607424,5.1328994338790945,0.9805938613548637,0.019406138645136295,,,,,,,,,
0,0,250,ORACLE_plane,XZ,1.9764760295607424,5.1328994338790945,0.9905371454703937,0.009462854529606268,,,,,,,,,
0,0,250,RL_adaptive,XZ,1.9764760295607424,5.1328994338790945,0.9792381219190678,0.020761878080932217,19.0,1.0,145.0,13.0,25.0,0.0,2.0,16.0,29.0
0,0,500,Z_only,XZ,1.9764760295607424,5.1328994338790945,0.9176252975926026,0.08237470240739742,,,,,,,,,
0,0,500,ZX_split,XZ,1.9764760295607424,5.1328994338790945,0.9999920797118382,7.92028816176682e-06,,,,,,,,,
0,0,500,XYZ_split,XZ,1.9764760295607424,5.1328994338790945,0.9939572380659591,0.006042761934040852,,,,,,,,,
0,0,500,ORACLE_plane,XZ,1.9764760295607424,5.1328994338790945,0.9990478874881247,0.0009521125118753249,,,,,,,,,
0,0,500,RL_adaptive,XZ,1.9764760295607424,5.1328994338790945,0.99715481184889,0.002845188151110012,98.0,70.0,139.0,0.0,26.0,52.0,21.0,14.0,80.0
0,1,10,Z_only,XZ,1.9764760295607424,5.1328994338790945,0.9176252975926026,0.08237470240739742,,,,,,,,,
0,1,10,ZX_split,XZ,1.9764760295607424,5.1328994338790945,0.9856421387180893,0.014357861281910744,,,,,,,,,
0,1,10,XYZ_split,XZ,1.9764760295607424,5.1328994338790945,0.9317322431151785,0.06826775688482145,,,,,,,,,
