target_id,seed,N,drift_level,final_fidelity_RL_adaptive,final_fidelity_XYZ_interleaved,tracking_fidelity_RL_adaptive,tracking_fidelity_XYZ_interleaved,delta_final_fidelity,delta_tracking_fidelity
12,0,10,0.0,0.9181984209032865,0.8976282886903503,0.390232448792618,0.8073736279769095,0.020570132212936243,-0.4171411791842915
12,0,10,0.0025,0.8532873731290809,0.2902845326900297,0.7140396600631334,0.4444834923111924,0.5630028404390512,0.26955616775194097
12,0,10,0.005,0.865234293217957,0.9170235066965771,0.5796543265333763,0.9039162623857993,-0.05178921347862009,-0.3242619358524229
12,0,10,0.01,0.6557669001053772,0.8150550844784933,0.6260240249910408,0.7636030668139144,-0.1592881843731161,-0.13757904182287362
12,0,25,0.0,0.9874530815635248,0.6580016361526685,0.878924863829019,0.7923646592672412,0.32945144541085636,0.08656020456177782
12,0,25,0.0025,0.8541749738941403,0.9349994493260801,0.8235898692782894,0.8367410923716224,-0.08082447543193982,-0.013151223093333053
12,0,25,0.005,0.8379986368300982,0.8678284330560463,0.7818416397331625,0.7655490624790943,-0.029829796225948058,0.016292577254068186
12,0,25,0.01,0.8845566322121253,0.847405372431049,0.7140873090304496,0.631529020473114,0.03715125978107636,0.0825582885573356
12,0,50,0.0,0.9159918372938205,0.910540309588827,0.8885423740924319,0.857858498817729,0.005451527704993464,0.030683875274702843
12,0,50,0.0025,0.9061388488518943,0.9582233127607238,0.8474055833141264,0.8198645497294538,-0.05208446390882948,0.027541033584672636
12,0,50,0.005,0.858306175633331,0.93226658343023,0.8023554314755157,0.8432767558346422,-0.07396040779689894,-0.04092132435912654
12,0,50,0.01,0.9219989147821617,0.7508340715579903,0.8511260476629688,0.8562217777173544,0.17116484322417136,-0.005095730054385572
13,0,10,0.0,0.8350389949532879,0.9223917858143328,0.7603719469993154,0.7467013818223157,-0.08735279086104486,0.013670565176999716
13,0,10,0.0025,0.89710834353377,0.5061482916244356,0.8239426576132726,0.6105334015990806,0.39096005190933436,0.21340925601419192
13,0,10,0.005,0.8888999862280724,0.8498564576254969,0.8225926686891629,0.6670525296155078,0.03904352860257554,0.15554013907365516
13,0,10,0.01,0.9300930575619369,0.9670492937656334,0.7578409119313844,0.7025132964449422,-0.03695623620369648,0.05532761548644216
13,0,25,0.0,0.8672726983667552,0.7292015378319955,0.8369115374472256,0.804312213783364,0.13807116053475976,0.032599323663861535
13,0,25,0.0025,0.9318368727928962,0.9675514420029441,0.7315468264437193,0.7828172509514326,-0.0357145692100479,-0.05127042450771335
13,0,25,0.005,0.8753588317216378,0.8919430265595278,0.7582399070732662,0.8806179417226552,-0.016584194837890087,-0.12237803464938901
13,0,25,0.01,0.836529138646003,0.9064467570790427,0.7458115345996277,0.8813028255419039,-0.06991761843303967,-0.1354912909422762
