target_id,seed,N,method,true_theta,theta_hat,theta_error,fidelity,infidelity,z_counts_0,z_counts_1,x_counts_0,x_counts_1,reward
40,4,25,Z_only,5.701417447607752,0.40271584158066176,0.9844837011524961,0.7766466290812138,0.22335337091878615,24,1,0,0,
40,4,25,ZX_split,5.701417447607752,5.677640643574616,0.023776804033135868,0.9998586725558096,0.00014132744419037557,12,0,2,11,
40,4,25,RL_adaptive,5.701417447607752,5.8883941874798245,0.18697673987207253,0.9912853580042751,0.008714641995724914,1,0,7,17,0.9912853580042751
40,4,50,Z_only,5.701417447607752,0.6435011087932843,1.2252689683651186,0.6693464571351804,0.3306535428648196,45,5,0,0,
40,4,50,ZX_split,5.701417447607752,5.5602059537780955,0.14121149382965648,0.9950231069765717,0.004976893023428297,21,4,5,20,
40,4,50,RL_adaptive,5.701417447607752,5.4091312619147,0.29228618569305187,0.9787938159985216,0.021206184001478445,45,4,0,1,0.9787938159985216
40,4,100,Z_only,5.701417447607752,0.6761305095606613,1.257898369132496,0.6539085869910206,0.3460914130089794,89,11,0,0,
40,4,100,ZX_split,5.701417447607752,5.724585991836023,0.023168544228271415,0.9998658106422765,0.00013418935772346874,49,1,10,40,
40,4,100,RL_adaptive,5.701417447607752,5.410100488652637,0.29131695895511456,0.978933228649078,0.021066771350922053,91,8,0,1,0.978933228649078
40,4,250,Z_only,5.701417447607752,0.5115230036940773,1.0932908632659117,0.7297825499465324,0.27021745005346764,234,16,0,0,
40,4,250,ZX_split,5.701417447607752,5.734993942665782,0.033576495058030176,0.9997181812228253,0.0002818187771747027,119,6,28,97,
40,4,250,RL_adaptive,5.701417447607752,5.870564206221506,0.1691467586137545,0.9928643807554883,0.007135619244511671,1,0,70,179,0.9928643807554883
40,4,500,Z_only,5.701417447607752,0.5433142473551479,1.1250821069269819,0.7155512164629418,0.28444878353705816,464,36,0,0,
40,4,500,ZX_split,5.701417447607752,5.720998563279557,0.019581115671805094,0.9999041480399513,9.585196004868735e-05,225,25,62,188,
40,4,500,RL_adaptive,5.701417447607752,0.8962998235789419,1.4780676831507762,0.5462979056627443,0.4537020943372557,449,50,1,0,0.5462979056627443
41,0,10,Z_only,4.179607630787359,2.2142974355881813,1.9653101951991778,0.3078202772182248,0.6921797227817752,2,8,0,0,
41,0,10,ZX_split,4.179607630787359,3.9269908169872414,0.2526168138001177,0.9841308474694169,0.015869152530583075,0,5,0,5,
41,0,10,RL_adaptive,4.179607630787359,4.3906384259880475,0.21103079520068846,0.9889077578500396,0.011092242149960407,3,6,0,1,0.9889077578500396
41,0,25,Z_only,4.179607630787359,2.4341094418104503,1.7454981889769088,0.41309272718079026,0.5869072728192097,3,22,0,0,
41,0,25,ZX_split,4.179607630787359,4.124386376837123,0.05522125395023636,0.9992378469825255,0.0007621530174745095,2,10,0,13,
