target_id,N,plane,inactive_fraction_q1,inactive_fraction_q2,inactive_fraction_mean
117,50,XY,0.18,0.16,0.17
117,100,XY,0.68,0.19,0.435
117,250,XY,0.124,0.656,0.39
117,500,XY,0.104,0.658,0.381
118,10,YZ,0.3,0.3,0.3
118,25,YZ,0.16,0.16,0.16
118,50,YZ,0.62,0.22,0.42
118,100,YZ,0.17,0.15,0.16
118,250,YZ,0.592,0.156,0.374
118,500,YZ,0.682,0.088,0.385
119,10,YZ,0.3,0.3,0.3
119,25,YZ,0.2,0.2,0.2
119,50,YZ,0.66,0.24,0.45
119,100,YZ,0.2,0.17,0.185
119,250,YZ,0.672,0.144,0.408
119,500,YZ,0.644,0.094,0.369
120,10,XZ,0.3,0.4,0.35
120,25,XZ,0.24,0.52,0.38
120,50,XZ,0.16,0.6,0.38
120,100,XZ,0.14,0.67,0.405
120,250,XZ,0.092,0.12,0.106
120,500,XZ,0.104,0.128,0.116
121,10,XY,0.3,0.3,0.3
121,25,XY,0.48,0.24,0.36
121,50,XY,0.16,0.2,0.18
121,100,XY,0.7,0.18,0.44
121,250,XY,0.1,0.628,0.364
121,500,XY,0.114,0.648,0.381
122,10,XY,0.3,0.3,0.3
122,25,XY,0.52,0.2,0.36
122,50,XY,0.16,0.18,0.17
122,100,XY,0.71,0.17,0.44
122,250,XY,0.108,0.572,0.34
122,500,XY,0.114,0.644,0.379
123,10,XZ,0.3,0.4,0.35
123,25,XZ,0.28,0.56,0.42
123,50,XZ,0.12,0.56,0.34
123,100,XZ,0.15,0.66,0.405
123,250,XZ,0.108,0.112,0.11
123,500,XZ,0.106,0.13,0.118
124,10,XY,0.3,0.3,0.3
124,25,XY,0.44,0.16,0.3
124,50,XY,0.16,0.16,0.16
124,100,XY,0.7,0.19,0.445
124,250,XY,0.144,0.612,0.378
124,500,XY,0.11,0.658,0.384
125,10,XY,0.3,0.4,0.35
125,25,XY,0.6,0.2,0.4
125,50,XY,0.16,0.16,0.16
125,100,XY,0.67,0.19,0.43
125,250,XY,0.14,0.604,0.372
125,500,XY,0.1,0.622,0.361
126,10,XZ,0.3,0.4,0.35
126,25,XZ,0.28,0.56,0.42
126,50,XZ,0.12,0.6,0.36
126,100,XZ,0.15,0.66,0.405
126,250,XZ,0.108,0.14,0.124
126,500,XZ,0.11,0.15,0.13
127,10,XY,0.3,0.3,0.3
127,25,XY,0.48,0.28,0.38
127,50,XY,0.16,0.18,0.17
127,100,XY,0.67,0.2,0.435
127,250,XY,0.124,0.616,0.37
127,500,XY,0.104,0.62,0.362
128,10,XY,0.3,0.4,0.35
128,25,XY,0.48,0.2,0.34
128,50,XY,0.16,0.16,0.16
128,100,XY,0.67,0.2,0.435
128,250,XY,0.1,0.628,0.364
128,500,XY,0.122,0.654,0.388
129,10,YZ,0.4,0.3,0.35
129,25,YZ,0.24,0.24,0.24
129,50,YZ,0.7,0.18,0.44
129,100,YZ,0.15,0.15,0.15
129,250,YZ,0.604,0.12,0.362
129,500,YZ,0.636,0.104,0.37
130,10,XY,0.3,0.3,0.3
130,25,XY,0.48,0.28,0.38
130,50,XY,0.18,0.18,0.18
130,100,XY,0.71,0.18,0.445
130,250,XY,0.104,0.6,0.352
130,500,XY,0.114,0.64,0.377
131,10,YZ,0.3,0.3,0.3
131,25,YZ,0.24,0.2,0.22
131,50,YZ,0.66,0.22,0.44
131,100,YZ,0.16,0.16,0.16
131,250,YZ,0.644,0.152,0.398
131,500,YZ,0.666,0.096,0.381
132,10,XY,0.3,0.3,0.3
132,25,XY,0.52,0.2,0.36
132,50,XY,0.18,0.18,0.18
132,100,XY,0.7,0.17,0.435
132,250,XY,0.152,0.54,0.346
132,500,XY,0.098,0.608,0.353
133,10,XY,0.3,0.3,0.3
133,25,XY,0.44,0.12,0.28
133,50,XY,0.18,0.18,0.18
133,100,XY,0.66,0.19,0.425
133,250,XY,0.156,0.596,0.376
133,500,XY,0.094,0.638,0.366
134,10,YZ,0.4,0.3,0.35
134,25,YZ,0.24,0.24,0.24
134,50,YZ,0.66,0.22,0.44
134,100,YZ,0.17,0.16,0.165
134,250,YZ,0.66,0.116,0.388
134,500,YZ,0.69,0.098,0.394
135,10,XY,0.3,0.3,0.3
135,25,XY,0.48,0.28,0.38
135,50,XY,0.18,0.18,0.18
135,100,XY,0.65,0.2,0.425
135,250,XY,0.148,0.584,0.366
135,500,XY,0.102,0.612,0.357
136,10,YZ,0.3,0.4,0.35
136,25,YZ,0.16,0.16,0.16
136,50,YZ,0.62,0.24,0.43
136,100,YZ,0.18,0.18,0.18
136,250,YZ,0.704,0.152,0.428
136,500,YZ,0.682,0.086,0.384
137,10,XY,0.3,0.3,0.3
137,25,XY,0.56,0.24,0.4
137,50,XY,0.16,0.18,0.17
137,100,XY,0.7,0.17,0.435
137,250,XY,0.144,0.56,0.352
137,500,XY,0.096,0.606,0.351
138,10,YZ,0.3,0.4,0.35
138,25,YZ,0.24,0.24,0.24
138,50,YZ,0.7,0.22,0.46
138,100,YZ,0.13,0.18,0.155
138,250,YZ,0.684,0.124,0.404
138,500,YZ,0.634,0.09,0.362
139,10,XY,0.3,0.4,0.35
139,25,XY,0.48,0.16,0.32
139,50,XY,0.18,0.16,0.17
139,100,XY,0.7,0.18,0.44
139,250,XY,0.108,0.6,0.354
139,500,XY,0.11,0.692,0.401
140,10,YZ,0.3,0.4,0.35
140,25,YZ,0.16,0.16,0.16
140,50,YZ,0.64,0.22,0.43
140,100,YZ,0.18,0.16,0.17
140,250,YZ,0.7,0.116,0.408
140,500,YZ,0.684,0.09,0.387
141,10,XZ,0.2,0.3,0.25
141,25,XZ,0.28,0.52,0.4
141,50,XZ,0.12,0.62,0.37
141,100,XZ,0.14,0.68,0.41
141,250,XZ,0.104,0.128,0.116
141,500,XZ,0.106,0.158,0.132
142,10,XZ,0.3,0.4,0.35
142,25,XZ,0.28,0.52,0.4
142,50,XZ,0.14,0.6,0.37
142,100,XZ,0.14,0.66,0.4
142,250,XZ,0.1,0.12,0.11
142,500,XZ,0.096,0.14,0.118
143,10,XZ,0.4,0.3,0.35
143,25,XZ,0.24,0.52,0.38
143,50,XZ,0.14,0.6,0.37
143,100,XZ,0.17,0.64,0.405
143,250,XZ,0.124,0.108,0.116
143,500,XZ,0.078,0.146,0.112
144,10,YZ,0.4,0.3,0.35
144,25,YZ,0.24,0.24,0.24
144,50,YZ,0.68,0.2,0.44
144,100,YZ,0.17,0.17,0.17
144,250,YZ,0.628,0.12,0.374
144,500,YZ,0.62,0.104,0.362
145,10,XY,0.4,0.3,0.35
145,25,XY,0.44,0.2,0.32
145,50,XY,0.18,0.16,0.17
145,100,XY,0.69,0.18,0.435
145,250,XY,0.124,0.636,0.38
145,500,XY,0.096,0.64,0.368
146,10,XY,0.3,0.4,0.35
146,25,XY,0.48,0.24,0.36
146,50,XY,0.18,0.18,0.18
146,100,XY,0.69,0.19,0.44
146,250,XY,0.128,0.644,0.386
146,500,XY,0.098,0.648,0.373
147,10,XY,0.3,0.3,0.3
147,25,XY,0.52,0.2,0.36
147,50,XY,0.14,0.18,0.16
147,100,XY,0.66,0.19,0.425
147,250,XY,0.152,0.628,0.39
147,500,XY,0.084,0.628,0.356
148,10,XZ,0.3,0.3,0.3
148,25,XZ,0.32,0.48,0.4
148,50,XZ,0.16,0.54,0.35
148,100,XZ,0.14,0.68,0.41
148,250,XZ,0.104,0.14,0.122
148,500,XZ,0.106,0.17,0.138
149,10,XZ,0.3,0.3,0.3
149,25,XZ,0.24,0.56,0.4
149,50,XZ,0.16,0.54,0.35
149,100,XZ,0.14,0.67,0.405
149,250,XZ,0.088,0.124,0.106
149,500,XZ,0.106,0.124,0.115
150,10,XZ,0.3,0.3,0.3
150,25,XZ,0.24,0.56,0.4
150,50,XZ,0.16,0.56,0.36
150,100,XZ,0.15,0.64,0.395
150,250,XZ,0.008,0.068,0.038
150,500,XZ,0.098,0.136,0.117
151,10,YZ,0.4,0.4,0.4
151,25,YZ,0.2,0.2,0.2
151,50,YZ,0.74,0.18,0.46
151,100,YZ,0.14,0.17,0.155
151,250,YZ,0.712,0.112,0.412
151,500,YZ,0.63,0.08,0.355
152,10,XZ,0.4,0.4,0.4
152,25,XZ,0.24,0.6,0.42
152,50,XZ,0.18,0.58,0.38
152,100,XZ,0.16,0.64,0.4
152,250,XZ,0.116,0.128,0.122
152,500,XZ,0.102,0.16,0.131
153,10,XY,0.3,0.3,0.3
153,25,XY,0.44,0.16,0.3
153,50,XY,0.18,0.18,0.18
153,100,XY,0.69,0.18,0.435
153,250,XY,0.124,0.608,0.366
153,500,XY,0.102,0.67,0.386
154,10,XY,0.3,0.3,0.3
154,25,XY,0.48,0.24,0.36
154,50,XY,0.18,0.14,0.16
154,100,XY,0.68,0.18,0.43
154,250,XY,0.128,0.616,0.372
154,500,XY,0.104,0.632,0.368
155,10,YZ,0.3,0.4,0.35
155,25,YZ,0.2,0.2,0.2
155,50,YZ,0.64,0.22,0.43
155,100,YZ,0.16,0.18,0.17
155,250,YZ,0.688,0.148,0.418
155,500,YZ,0.662,0.09,0.376
156,10,XY,0.3,0.3,0.3
156,25,XY,0.52,0.2,0.36
156,50,XY,0.18,0.18,0.18
156,100,XY,0.7,0.18,0.44
156,250,XY,0.14,0.628,0.384
156,500,XY,0.088,0.62,0.354
157,10,XY,0.4,0.3,0.35
157,25,XY,0.56,0.16,0.36
157,50,XY,0.16,0.18,0.17
157,100,XY,0.69,0.19,0.44
157,250,XY,0.104,0.632,0.368
157,500,XY,0.112,0.684,0.398
158,10,YZ,0.3,0.4,0.35
158,25,YZ,0.2,0.2,0.2
158,50,YZ,0.64,0.22,0.43
158,100,YZ,0.2,0.17,0.185
158,250,YZ,0.656,0.144,0.4
158,500,YZ,0.656,0.078,0.367
159,10,XZ,0.4,0.3,0.35
159,25,XZ,0.28,0.56,0.42
159,50,XZ,0.16,0.52,0.34
159,100,XZ,0.14,0.68,0.41
159,250,XZ,0.1,0.12,0.11
159,500,XZ,0.104,0.15,0.127
160,10,YZ,0.3,0.3,0.3
160,25,YZ,0.2,0.2,0.2
160,50,YZ,0.66,0.22,0.44
160,100,YZ,0.18,0.16,0.17
160,250,YZ,0.612,0.152,0.382
160,500,YZ,0.65,0.084,0.367
161,10,XZ,0.3,0.3,0.3
161,25,XZ,0.24,0.56,0.4
161,50,XZ,0.14,0.62,0.38
161,100,XZ,0.16,0.65,0.405
161,250,XZ,0.116,0.132,0.124
161,500,XZ,0.086,0.14,0.113
162,10,XY,0.4,0.3,0.35
162,25,XY,0.52,0.2,0.36
162,50,XY,0.16,0.16,0.16
162,100,XY,0.68,0.18,0.43
162,250,XY,0.132,0.656,0.394
162,500,XY,0.104,0.648,0.376
163,10,XY,0.3,0.3,0.3
163,25,XY,0.44,0.16,0.3
163,50,XY,0.16,0.14,0.15
163,100,XY,0.62,0.21,0.415
163,250,XY,0.164,0.62,0.392
163,500,XY,0.09,0.654,0.372
164,10,YZ,0.4,0.4,0.4
164,25,YZ,0.24,0.2,0.22
164,50,YZ,0.72,0.18,0.45
164,100,YZ,0.17,0.17,0.17
164,250,YZ,0.672,0.116,0.394
164,500,YZ,0.62,0.098,0.359
165,10,XY,0.3,0.3,0.3
165,25,XY,0.52,0.2,0.36
165,50,XY,0.18,0.16,0.17
165,100,XY,0.71,0.17,0.44
165,250,XY,0.128,0.596,0.362
165,500,XY,0.108,0.632,0.37
166,10,XZ,0.3,0.3,0.3
166,25,XZ,0.28,0.52,0.4
166,50,XZ,0.12,0.6,0.36
166,100,XZ,0.14,0.67,0.405
166,250,XZ,0.112,0.124,0.118
166,500,XZ,0.004,0.102,0.053
167,10,XZ,0.3,0.3,0.3
167,25,XZ,0.24,0.56,0.4
167,50,XZ,0.14,0.56,0.35
167,100,XZ,0.14,0.65,0.395
167,250,XZ,0.1,0.1,0.1
167,500,XZ,0.004,0.106,0.055
168,10,YZ,0.3,0.4,0.35
168,25,YZ,0.2,0.2,0.2
168,50,YZ,0.68,0.2,0.44
168,100,YZ,0.18,0.16,0.17
168,250,YZ,0.696,0.124,0.41
168,500,YZ,0.696,0.078,0.387
169,10,YZ,0.4,0.4,0.4
169,25,YZ,0.2,0.24,0.22
169,50,YZ,0.66,0.22,0.44
169,100,YZ,0.19,0.18,0.185
169,250,YZ,0.676,0.16,0.418
169,500,YZ,0.636,0.08,0.358
170,10,XY,0.3,0.4,0.35
170,25,XY,0.52,0.2,0.36
170,50,XY,0.18,0.18,0.18
170,100,XY,0.66,0.2,0.43
170,250,XY,0.16,0.592,0.376
170,500,XY,0.082,0.656,0.369
171,10,XY,0.3,0.3,0.3
171,25,XY,0.52,0.2,0.36
171,50,XY,0.18,0.18,0.18
171,100,XY,0.66,0.2,0.43
171,250,XY,0.16,0.616,0.388
171,500,XY,0.092,0.592,0.342
172,10,XZ,0.3,0.3,0.3
172,25,XZ,0.24,0.52,0.38
172,50,XZ,0.14,0.62,0.38
172,100,XZ,0.16,0.64,0.4
172,250,XZ,0.12,0.12,0.12
172,500,XZ,0.084,0.142,0.113
173,10,YZ,0.4,0.3,0.35
173,25,YZ,0.12,0.2,0.16
173,50,YZ,0.68,0.2,0.44
173,100,YZ,0.16,0.16,0.16
173,250,YZ,0.724,0.092,0.408
173,500,YZ,0.654,0.088,0.371
174,10,XY,0.3,0.4,0.35
174,25,XY,0.52,0.2,0.36
174,50,XY,0.18,0.18,0.18
174,100,XY,0.7,0.19,0.445
174,250,XY,0.112,0.592,0.352
174,500,XY,0.106,0.65,0.378
175,10,XY,0.4,0.3,0.35
175,25,XY,0.48,0.16,0.32
175,50,XY,0.16,0.16,0.16
175,100,XY,0.68,0.19,0.435
175,250,XY,0.128,0.636,0.382
175,500,XY,0.098,0.684,0.391
176,10,XZ,0.4,0.3,0.35
176,25,XZ,0.28,0.52,0.4
176,50,XZ,0.18,0.54,0.36
176,100,XZ,0.15,0.67,0.41
176,250,XZ,0.1,0.14,0.12
176,500,XZ,0.114,0.134,0.124
177,10,XZ,0.3,0.3,0.3
177,25,XZ,0.24,0.52,0.38
177,50,XZ,0.1,0.62,0.36
177,100,XZ,0.15,0.65,0.4
177,250,XZ,0.112,0.14,0.126
177,500,XZ,0.092,0.132,0.112
178,10,YZ,0.3,0.4,0.35
178,25,YZ,0.16,0.16,0.16
178,50,YZ,0.68,0.18,0.43
178,100,YZ,0.17,0.17,0.17
178,250,YZ,0.708,0.124,0.416
178,500,YZ,0.692,0.086,0.389
179,10,YZ,0.3,0.4,0.35
179,25,YZ,0.12,0.2,0.16
179,50,YZ,0.72,0.16,0.44
179,100,YZ,0.14,0.14,0.14
179,250,YZ,0.708,0.124,0.416
179,500,YZ,0.674,0.086,0.38
180,10,XZ,0.3,0.3,0.3
180,25,XZ,0.28,0.6,0.44
180,50,XZ,0.16,0.58,0.37
180,100,XZ,0.14,0.67,0.405
180,250,XZ,0.096,0.132,0.114
180,500,XZ,0.112,0.168,0.14
181,10,XZ,0.3,0.3,0.3
181,25,XZ,0.28,0.56,0.42
181,50,XZ,0.16,0.6,0.38
181,100,XZ,0.15,0.68,0.415
181,250,XZ,0.104,0.12,0.112
181,500,XZ,0.098,0.176,0.137
182,10,XY,0.4,0.3,0.35
182,25,XY,0.44,0.16,0.3
182,50,XY,0.18,0.16,0.17
182,100,XY,0.67,0.19,0.43
182,250,XY,0.136,0.656,0.396
182,500,XY,0.092,0.628,0.36
183,10,XZ,0.3,0.3,0.3
183,25,XZ,0.24,0.56,0.4
183,50,XZ,0.16,0.6,0.38
183,100,XZ,0.18,0.63,0.405
183,250,XZ,0.12,0.124,0.122
183,500,XZ,0.088,0.158,0.123
184,10,YZ,0.4,0.3,0.35
184,25,YZ,0.24,0.24,0.24
184,50,YZ,0.66,0.2,0.43
184,100,YZ,0.19,0.16,0.175
184,250,YZ,0.64,0.152,0.396
184,500,YZ,0.682,0.096,0.389
185,10,XZ,0.3,0.4,0.35
185,25,XZ,0.24,0.6,0.42
185,50,XZ,0.14,0.6,0.37
185,100,XZ,0.16,0.64,0.4
185,250,XZ,0.1,0.124,0.112
185,500,XZ,0.102,0.116,0.109
186,10,XY,0.3,0.4,0.35
186,25,XY,0.52,0.28,0.4
186,50,XY,0.16,0.18,0.17
186,100,XY,0.71,0.18,0.445
186,250,XY,0.104,0.632,0.368
186,500,XY,0.114,0.648,0.381
187,10,XZ,0.3,0.3,0.3
187,25,XZ,0.28,0.6,0.44
187,50,XZ,0.16,0.54,0.35
187,100,XZ,0.14,0.69,0.415
187,250,XZ,0.008,0.08,0.044
187,500,XZ,0.108,0.144,0.126
188,10,XY,0.3,0.3,0.3
188,25,XY,0.48,0.24,0.36
188,50,XY,0.18,0.18,0.18
188,100,XY,0.71,0.17,0.44
188,250,XY,0.1,0.62,0.36
188,500,XY,0.118,0.672,0.395
189,10,XY,0.3,0.3,0.3
189,25,XY,0.52,0.2,0.36
189,50,XY,0.18,0.18,0.18
189,100,XY,0.69,0.19,0.44
189,250,XY,0.156,0.588,0.372
189,500,XY,0.084,0.614,0.349
190,10,YZ,0.3,0.4,0.35
190,25,YZ,0.28,0.28,0.28
190,50,YZ,0.7,0.2,0.45
190,100,YZ,0.15,0.15,0.15
190,250,YZ,0.656,0.108,0.382
190,500,YZ,0.65,0.092,0.371
191,10,XY,0.3,0.3,0.3
191,25,XY,0.52,0.16,0.34
191,50,XY,0.18,0.18,0.18
191,100,XY,0.66,0.19,0.425
191,250,XY,0.132,0.604,0.368
191,500,XY,0.11,0.636,0.373
192,10,XZ,0.4,0.3,0.35
192,25,XZ,0.28,0.48,0.38
192,50,XZ,0.16,0.54,0.35
192,100,XZ,0.15,0.65,0.4
192,250,XZ,0.108,0.14,0.124
192,500,XZ,0.124,0.148,0.136
193,10,XY,0.4,0.3,0.35
193,25,XY,0.44,0.16,0.3
193,50,XY,0.16,0.16,0.16
193,100,XY,0.71,0.18,0.445
193,250,XY,0.14,0.672,0.406
193,500,XY,0.098,0.632,0.365
194,10,YZ,0.3,0.3,0.3
194,25,YZ,0.24,0.24,0.24
194,50,YZ,0.7,0.2,0.45
194,100,YZ,0.17,0.17,0.17
194,250,YZ,0.712,0.108,0.41
194,500,YZ,0.618,0.086,0.352
195,10,YZ,0.4,0.3,0.35
195,25,YZ,0.24,0.2,0.22
195,50,YZ,0.64,0.22,0.43
195,100,YZ,0.17,0.17,0.17
195,250,YZ,0.708,0.144,0.426
195,500,YZ,0.694,0.08,0.387
196,10,XY,0.3,0.3,0.3
196,25,XY,0.52,0.24,0.38
196,50,XY,0.18,0.18,0.18
196,100,XY,0.7,0.18,0.44
196,250,XY,0.136,0.604,0.37
196,500,XY,0.104,0.612,0.358
197,10,YZ,0.3,0.4,0.35
197,25,YZ,0.24,0.24,0.24
197,50,YZ,0.66,0.22,0.44
197,100,YZ,0.17,0.18,0.175
197,250,YZ,0.68,0.16,0.42
197,500,YZ,0.692,0.084,0.388
198,10,XY,0.4,0.3,0.35
198,25,XY,0.52,0.16,0.34
198,50,XY,0.18,0.18,0.18
198,100,XY,0.68,0.19,0.435
198,250,XY,0.124,0.588,0.356
198,500,XY,0.116,0.634,0.375
199,10,YZ,0.3,0.4,0.35
199,25,YZ,0.2,0.2,0.2
199,50,YZ,0.68,0.2,0.44
199,100,YZ,0.15,0.17,0.16
199,250,YZ,0.636,0.12,0.378
199,500,YZ,0.636,0.1,0.368
200,10,YZ,0.3,0.4,0.35
200,25,YZ,0.2,0.2,0.2
200,50,YZ,0.66,0.24,0.45
200,100,YZ,0.15,0.17,0.16
200,250,YZ,0.672,0.168,0.42
200,500,YZ,0.704,0.07,0.387
201,10,YZ,0.3,0.4,0.35
201,25,YZ,0.16,0.2,0.18
201,50,YZ,0.68,0.2,0.44
201,100,YZ,0.18,0.18,0.18
201,250,YZ,0.696,0.092,0.394
201,500,YZ,0.632,0.098,0.365
202,10,YZ,0.4,0.3,0.35
202,25,YZ,0.2,0.24,0.22
202,50,YZ,0.68,0.2,0.44
202,100,YZ,0.15,0.14,0.145
202,250,YZ,0.684,0.108,0.396
202,500,YZ,0.676,0.104,0.39
203,10,YZ,0.3,0.3,0.3
203,25,YZ,0.24,0.24,0.24
203,50,YZ,0.68,0.2,0.44
203,100,YZ,0.17,0.16,0.165
203,250,YZ,0.676,0.14,0.408
203,500,YZ,0.634,0.098,0.366
204,10,YZ,0.3,0.4,0.35
204,25,YZ,0.12,0.2,0.16
204,50,YZ,0.6,0.24,0.42
204,100,YZ,0.19,0.16,0.175
204,250,YZ,0.676,0.136,0.406
204,500,YZ,0.658,0.106,0.382
205,10,XZ,0.3,0.3,0.3
205,25,XZ,0.24,0.56,0.4
205,50,XZ,0.14,0.54,0.34
205,100,XZ,0.16,0.63,0.395
205,250,XZ,0.096,0.108,0.102
205,500,XZ,0.086,0.128,0.107
206,10,XZ,0.4,0.3,0.35
206,25,XZ,0.28,0.56,0.42
206,50,XZ,0.16,0.56,0.36
206,100,XZ,0.17,0.65,0.41
206,250,XZ,0.1,0.128,0.114
206,500,XZ,0.102,0.176,0.139
207,10,XY,0.3,0.3,0.3
207,25,XY,0.56,0.24,0.4
207,50,XY,0.18,0.14,0.16
207,100,XY,0.72,0.17,0.445
207,250,XY,0.12,0.596,0.358
207,500,XY,0.112,0.594,0.353
208,10,YZ,0.4,0.3,0.35
208,25,YZ,0.2,0.16,0.18
208,50,YZ,0.68,0.2,0.44
208,100,YZ,0.13,0.17,0.15
208,250,YZ,0.72,0.12,0.42
208,500,YZ,0.662,0.086,0.374
209,10,YZ,0.3,0.4,0.35
209,25,YZ,0.2,0.2,0.2
209,50,YZ,0.66,0.22,0.44
209,100,YZ,0.17,0.18,0.175
209,250,YZ,0.668,0.116,0.392
209,500,YZ,0.662,0.092,0.377
210,10,YZ,0.5,0.4,0.45
210,25,YZ,0.2,0.16,0.18
210,50,YZ,0.64,0.24,0.44
210,100,YZ,0.14,0.17,0.155
210,250,YZ,0.696,0.152,0.424
210,500,YZ,0.682,0.088,0.385
211,10,YZ,0.4,0.3,0.35
211,25,YZ,0.2,0.2,0.2
211,50,YZ,0.68,0.2,0.44
211,100,YZ,0.16,0.16,0.16
211,250,YZ,0.636,0.144,0.39
211,500,YZ,0.684,0.1,0.392
212,10,YZ,0.3,0.4,0.35
212,25,YZ,0.24,0.24,0.24
212,50,YZ,0.66,0.22,0.44
212,100,YZ,0.12,0.17,0.145
212,250,YZ,0.708,0.116,0.412
212,500,YZ,0.692,0.084,0.388
213,10,XZ,0.3,0.3,0.3
213,25,XZ,0.2,0.6,0.4
213,50,XZ,0.16,0.56,0.36
213,100,XZ,0.14,0.66,0.4
213,250,XZ,0.008,0.064,0.036
213,500,XZ,0.098,0.118,0.108
214,10,XY,0.4,0.3,0.35
214,25,XY,0.48,0.28,0.38
214,50,XY,0.14,0.16,0.15
214,100,XY,0.68,0.18,0.43
214,250,XY,0.152,0.636,0.394
214,500,XY,0.084,0.648,0.366
215,10,XY,0.3,0.3,0.3
215,25,XY,0.48,0.2,0.34
215,50,XY,0.16,0.16,0.16
215,100,XY,0.64,0.21,0.425
215,250,XY,0.12,0.672,0.396
215,500,XY,0.102,0.66,0.381
216,10,XZ,0.3,0.3,0.3
216,25,XZ,0.32,0.52,0.42
216,50,XZ,0.14,0.56,0.35
216,100,XZ,0.16,0.65,0.405
216,250,XZ,0.116,0.12,0.118
216,500,XZ,0.096,0.152,0.124
217,10,YZ,0.3,0.3,0.3
217,25,YZ,0.2,0.2,0.2
217,50,YZ,0.62,0.24,0.43
217,100,YZ,0.17,0.16,0.165
217,250,YZ,0.64,0.148,0.394
217,500,YZ,0.676,0.08,0.378
218,10,YZ,0.3,0.4,0.35
218,25,YZ,0.24,0.24,0.24
218,50,YZ,0.68,0.22,0.45
218,100,YZ,0.15,0.17,0.16
218,250,YZ,0.72,0.108,0.414
218,500,YZ,0.628,0.086,0.357
219,10,XY,0.4,0.3,0.35
219,25,XY,0.48,0.16,0.32
219,50,XY,0.18,0.18,0.18
219,100,XY,0.67,0.2,0.435
219,250,XY,0.132,0.604,0.368
219,500,XY,0.106,0.656,0.381
220,10,XY,0.3,0.3,0.3
220,25,XY,0.52,0.24,0.38
220,50,XY,0.16,0.16,0.16
220,100,XY,0.71,0.17,0.44
220,250,XY,0.136,0.632,0.384
220,500,XY,0.102,0.66,0.381
221,10,XY,0.2,0.2,0.2
221,25,XY,0.48,0.16,0.32
221,50,XY,0.16,0.16,0.16
221,100,XY,0.65,0.2,0.425
221,250,XY,0.14,0.596,0.368
221,500,XY,0.096,0.66,0.378
222,10,YZ,0.3,0.3,0.3
222,25,YZ,0.2,0.2,0.2
222,50,YZ,0.66,0.2,0.43
222,100,YZ,0.19,0.16,0.175
222,250,YZ,0.7,0.112,0.406
222,500,YZ,0.696,0.082,0.389
223,10,XY,0.3,0.4,0.35
223,25,XY,0.48,0.2,0.34
223,50,XY,0.16,0.18,0.17
223,100,XY,0.73,0.17,0.45
223,250,XY,0.1,0.62,0.36
223,500,XY,0.114,0.69,0.402
224,10,XZ,0.3,0.3,0.3
224,25,XZ,0.24,0.6,0.42
224,50,XZ,0.2,0.56,0.38
224,100,XZ,0.15,0.65,0.4
224,250,XZ,0.008,0.096,0.052
224,500,XZ,0.1,0.14,0.12
225,10,XZ,0.3,0.3,0.3
225,25,XZ,0.24,0.6,0.42
225,50,XZ,0.14,0.58,0.36
225,100,XZ,0.15,0.66,0.405
225,250,XZ,0.12,0.132,0.126
225,500,XZ,0.102,0.122,0.112
226,10,XY,0.3,0.3,0.3
226,25,XY,0.52,0.16,0.34
226,50,XY,0.18,0.18,0.18
226,100,XY,0.67,0.19,0.43
226,250,XY,0.12,0.584,0.352
226,500,XY,0.11,0.638,0.374
227,10,XZ,0.3,0.4,0.35
227,25,XZ,0.24,0.52,0.38
227,50,XZ,0.16,0.56,0.36
227,100,XZ,0.15,0.66,0.405
227,250,XZ,0.08,0.124,0.102
227,500,XZ,0.004,0.084,0.044
228,10,XZ,0.3,0.3,0.3
228,25,XZ,0.24,0.6,0.42
228,50,XZ,0.16,0.58,0.37
228,100,XZ,0.15,0.66,0.405
228,250,XZ,0.096,0.116,0.106
228,500,XZ,0.004,0.074,0.039
229,10,YZ,0.4,0.3,0.35
229,25,YZ,0.2,0.2,0.2
229,50,YZ,0.7,0.2,0.45
229,100,YZ,0.13,0.15,0.14
229,250,YZ,0.716,0.104,0.41
229,500,YZ,0.664,0.092,0.378
230,10,XZ,0.3,0.3,0.3
230,25,XZ,0.28,0.56,0.42
230,50,XZ,0.14,0.58,0.36
230,100,XZ,0.18,0.61,0.395
230,250,XZ,0.112,0.108,0.11
230,500,XZ,0.006,0.1,0.053
231,10,YZ,0.4,0.3,0.35
231,25,YZ,0.24,0.24,0.24
231,50,YZ,0.68,0.22,0.45
231,100,YZ,0.11,0.17,0.14
231,250,YZ,0.708,0.128,0.418
231,500,YZ,0.64,0.092,0.366
232,10,XZ,0.4,0.4,0.4
232,25,XZ,0.28,0.52,0.4
232,50,XZ,0.18,0.58,0.38
232,100,XZ,0.15,0.66,0.405
232,250,XZ,0.008,0.06,0.034
232,500,XZ,0.106,0.138,0.122
233,10,YZ,0.4,0.4,0.4
233,25,YZ,0.2,0.2,0.2
233,50,YZ,0.64,0.2,0.42
233,100,YZ,0.21,0.17,0.19
233,250,YZ,0.68,0.124,0.402
233,500,YZ,0.636,0.074,0.355
234,10,XZ,0.4,0.3,0.35
234,25,XZ,0.28,0.56,0.42
234,50,XZ,0.14,0.56,0.35
234,100,XZ,0.14,0.65,0.395
234,250,XZ,0.1,0.116,0.108
234,500,XZ,0.118,0.13,0.124
235,10,XZ,0.2,0.4,0.3
235,25,XZ,0.24,0.6,0.42
235,50,XZ,0.16,0.58,0.37
235,100,XZ,0.14,0.66,0.4
