method,N,drift_level,final_fidelity_mean,final_fidelity_std,final_fidelity_count,tracking_fidelity_mean,tracking_fidelity_std,tracking_fidelity_count,final_fidelity_ci95,tracking_fidelity_ci95
RL_adaptive,50,0.0025,0.9100420003656986,0.07901485435838845,75,0.8284218520284619,0.07153957571312397,75,0.0178827449940475,0.016190930171908025
RL_adaptive,50,0.005,0.9084827715136333,0.056781376288991464,75,0.8117324852799878,0.0750909820613484,75,0.012850835211079407,0.016994689093078476
RL_adaptive,50,0.01,0.899246083301563,0.08639368923078336,75,0.8273770426424782,0.06591510362309966,75,0.019552732535601636,0.014917992305619797
XYZ_interleaved,10,0.0,0.792264831056269,0.1453661574183433,75,0.6700561876008185,0.15641170285367556,75,0.03289945852568447,0.03539930078881511
XYZ_interleaved,10,0.0025,0.7594516554782631,0.1810185390328746,75,0.6665107648631118,0.13201430119788637,75,0.040968352077665623,0.029877648994724174
XYZ_interleaved,10,0.005,0.8044399282948353,0.14605215248238207,75,0.676224129555483,0.10957324733502005,75,0.0330547138241596,0.024798760387183264
XYZ_interleaved,10,0.01,0.8136065621481683,0.11816908418361301,75,0.6928572585089134,0.12836519027317492,75,0.026744181404813803,0.029051777446247665
XYZ_interleaved,25,0.0,0.8665457469172259,0.08598588256291012,75,0.7718365320457262,0.08190260185245471,75,0.019460437198127848,0.018536303776923422
XYZ_interleaved,25,0.0025,0.8863164632220191,0.08271805157859308,75,0.7807219673594467,0.08166691659657051,75,0.018720857423530884,0.018482963182119345
XYZ_interleaved,25,0.005,0.8696686085348546,0.10561915200288073,75,0.7898495222122683,0.06153187432919915,75,0.02390386436945373,0.013925974129420496
XYZ_interleaved,25,0.01,0.8795439075793333,0.08027804275842992,75,0.7965827721155307,0.07713942684631198,75,0.018168631441865556,0.01745829579110185
XYZ_interleaved,50,0.0,0.8987301845822521,0.06378453663108664,75,0.8373835996850452,0.047113951734960226,75,0.014435799602484619,0.010662891064972396
XYZ_interleaved,50,0.0025,0.9007639696220959,0.07063207331650491,75,0.8241300713437252,0.05517635715510882,75,0.01598554304474055,0.012487585185310762
XYZ_interleaved,50,0.005,0.887945772244095,0.08688129592469444,75,0.8304581699641406,0.05025196820752033,75,0.019663088319149022,0.011373091049792786
XYZ_interleaved,50,0.01,0.8712261344345544,0.10127268764688102,75,0.8217808174530017,0.05210662198879024,75,0.022920166881997585,0.011792838714861725
ZX_interleaved,10,0.0,0.7194110395847239,0.19381353495013734,75,0.6431540966925371,0.15724932236419809,75,0.04386413225781345,0.03558887192996755
ZX_interleaved,10,0.0025,0.7264182107298056,0.19332677250603622,75,0.6508621445700848,0.163192412557724,75,0.04375396754598525,0.03693391986140331
ZX_interleaved,10,0.005,0.7511302278300608,0.1818904430179445,75,0.6690800754986358,0.15270015455809322,75,0.04116568252585677,0.03455929833304973
ZX_interleaved,10,0.01,0.7571253417733229,0.1791037621505827,75,0.671216839679164,0.14128737707294942,75,0.04053499727388134,0.03197634363297609
ZX_interleaved,25,0.0,0.7332452483782826,0.16452512276756304,75,0.6913793250184898,0.15414862979056884,75,0.03723554057597703,0.034887119138680374
ZX_interleaved,25,0.0025,0.7853088847041583,0.18026203803001684,75,0.7350269974078705,0.15331724151088674,75,0.0407971397830699,0.03469895825782676
ZX_interleaved,25,0.005,0.7580591705918008,0.17986264536738505,75,0.7136772527385951,0.14525131990396645,75,0.04070674871424704,0.03287346834950776
ZX_interleaved,25,0.01,0.755278905790619,0.22101733543177565,75,0.7108877243659907,0.17524173850330485,75,0.05002093189798691,0.03966093904007129
ZX_interleaved,50,0.0,0.7282667408215987,0.19732570245455613,75,0.70677679765494,0.1823347797684269,75,0.04465901059262663,0.041266245399317496
ZX_interleaved,50,0.0025,0.7514608806117054,0.21191344731327103,75,0.7235993295755786,0.1869438297974323,75,0.04796052805367769,0.04230937161909974
ZX_interleaved,50,0.005,0.8008718224082925,0.1628227391615482,75,0.7693095275630765,0.14205437513801264,75,0.036850254895763934,0.032149931636394305
ZX_interleaved,50,0.01,0.763050369607906,0.17328240113040735,75,0.7497976021985793,0.16312021760363543,75,0.03921749924787843,0.036917580605141866
Z_only,10,0.0,0.6192099807589018,0.219533648114143,75,0.6037739552539628,0.19036348851740684,75,0.04968514184727336,0.04308331324504521
Z_only,10,0.0025,0.6488328128292989,0.2086407003419543,75,0.6107425037676049,0.16581849855554945,75,0.04721983568648503,0.037528259072845085
Z_only,10,0.005,0.6871995286165139,0.21576484604931725,75,0.6372918132313834,0.1812150725066552,75,0.048832181643706736,0.04101283179003049
Z_only,10,0.01,0.6383358418475441,0.20751073923839294,75,0.5957800806704084,0.17834194407789444,75,0.04696410141433756,0.040362581613100024
Z_only,25,0.0,0.699655224049807,0.20190627375204817,75,0.6709980762269285,0.1879846590706584,75,0.045695691468713155,0.04254493345904214
Z_only,25,0.0025,0.6536701936973472,0.21195542079127683,75,0.6302201227148274,0.19039854001207274,75,0.04797002754601727,0.04309124614507851
Z_only,25,0.005,0.6575692873700832,0.215997548829502,75,0.6292500884048098,0.205797344829826,75,0.048884847240716824,0.04657632375491602
Z_only,25,0.01,0.689820250446851,0.21308698445154237,75,0.6749149382646407,0.198156542180507,75,0.0482261245108902,0.04484704732408364
Z_only,50,0.0,0.6347841420125511,0.21905111519182704,75,0.6240527245948018,0.20445405242046188,75,0.04957593436633731,0.0462723080631305
Z_only,50,0.0025,0.6754919556128298,0.19841227544131096,75,0.6645720101235455,0.18897969866947212,75,0.044904925209534284,0.04277013212009208
Z_only,50,0.005,0.6606029006237777,0.18928477957462328,75,0.6508972266416883,0.18584398077383513,75,0.04283917842883583,0.04206045235220177
Z_only,50,0.01,0.6830311777855653,0.17392835969595113,75,0.689932268242963,0.15470919107094422,75,0.03936369343374563,0.035013986099480206
