method,N,drift_level,final_fidelity_mean,final_fidelity_std,final_fidelity_count,tracking_fidelity_mean,tracking_fidelity_std,tracking_fidelity_count,final_fidelity_ci95,tracking_fidelity_ci95
XYZ_interleaved,25,0.0,0.8731123061948178,0.10052509796398705,240,0.7794290794659966,0.07927889616163637,240,0.01271817965615277,0.010030164254964342
XYZ_interleaved,25,0.0025,0.8833448002650651,0.07857863190801698,240,0.7745438498689589,0.08021322715877974,240,0.009941568603085408,0.010148373435762541
XYZ_interleaved,25,0.005,0.8813166128766526,0.0911015780620334,240,0.7817337065767428,0.07828525828096607,240,0.011525939891817364,0.009904451718140443
XYZ_interleaved,25,0.01,0.8717795088085044,0.08663200987551455,240,0.785019553653447,0.07771075420810641,240,0.010960461495547247,0.009831766924394325
XYZ_interleaved,50,0.0,0.8954855536478932,0.07561133334449108,240,0.8302942463417281,0.04843656208535943,240,0.009566153537706549,0.006128070611268529
XYZ_interleaved,50,0.0025,0.8943734090403602,0.0742106646694705,240,0.8251097318277452,0.052126095805294606,240,0.009388944500277519,0.006594861031252798
XYZ_interleaved,50,0.005,0.8822787759915651,0.08599063229221116,240,0.8332317773100424,0.05201005606735521,240,0.010879316035387597,0.006580179978816571
XYZ_interleaved,50,0.01,0.8785218854611584,0.0895230415845293,240,0.8207502837893096,0.053005744321346866,240,0.011326227472518055,0.006706151923656888
XYZ_interleaved,100,0.0,0.8910836981699408,0.0751011912710943,240,0.8537426857512982,0.03535259404960392,240,0.00950161166039401,0.004472720261312015
XYZ_interleaved,100,0.0025,0.8844416613388081,0.08612144266659942,240,0.8586809247301532,0.03298679110060141,240,0.010895865831170483,0.0041734048908634415
XYZ_interleaved,100,0.005,0.8846940677036118,0.0909853719537645,240,0.853904828009575,0.03108363381821216,240,0.011511237790630296,0.003932622273173148
XYZ_interleaved,100,0.01,0.8832496577417907,0.07771026385251945,240,0.8546538935545765,0.03379166752383237,240,0.00983170488585294,0.004275235808305773
XYZ_interleaved,250,0.0,0.8899256914543829,0.07768216734779347,240,0.8743523208559603,0.018473046588215657,240,0.009828150187553187,0.002337162858469184
XYZ_interleaved,250,0.0025,0.886799759465225,0.07650901396140662,240,0.875721249502039,0.0180669494693269,240,0.009679725805637767,0.002285784484108151
XYZ_interleaved,250,0.005,0.8818109145898277,0.08706869001871545,240,0.8743256347630901,0.017710088224284073,240,0.011015709156340307,0.0022406353072488656
XYZ_interleaved,250,0.01,0.8742775649209292,0.08257104941892579,240,0.8708355806497475,0.019740487870340287,240,0.010446679109760059,0.00249751630508269
ZX_interleaved,10,0.0,0.7216589103245946,0.19209778762445814,240,0.6415590150159703,0.15785781575985353,240,0.02430372338888531,0.019971769255881983
ZX_interleaved,10,0.0025,0.7493502916059888,0.17142707124924836,240,0.6679164058863325,0.14709235537107715,240,0.02168851693989007,0.018609750595082426
ZX_interleaved,10,0.005,0.7307701139931767,0.19422497462704197,240,0.6561805973090844,0.16078282021021986,240,0.024572849676837656,0.02034183337766113
ZX_interleaved,10,0.01,0.7453511509309687,0.17428515710710724,240,0.6578058393480021,0.14501644645160372,240,0.02205011469158767,0.018347111879752534
ZX_interleaved,25,0.0,0.7377981077405097,0.1942449734050329,240,0.6895803145703255,0.17013948405369905,240,0.024575379871351704,0.021525614683561758
ZX_interleaved,25,0.0025,0.7785926461148318,0.17187736472334672,240,0.7267768953617961,0.15091716377464387,240,0.02174548692467564,0.01909365562389773
ZX_interleaved,25,0.005,0.7657548893148685,0.1840500059973684,240,0.7223110436041338,0.1565342400722666,240,0.023285538531174644,0.01980431382709666
ZX_interleaved,25,0.01,0.7569627667762516,0.19009881444341944,240,0.7121122234853164,0.1631804216469478,240,0.024050818387455822,0.02064517181188061
ZX_interleaved,50,0.0,0.7449186297712745,0.19683954030747722,240,0.7227313943998023,0.1804026591594641,240,0.02490363787520877,0.022824085488180487
ZX_interleaved,50,0.0025,0.7555652177048545,0.2055379059889038,240,0.7261804085482434,0.18186523922179396,240,0.026004132972372758,0.02300912739682784
ZX_interleaved,50,0.005,0.7840070920258988,0.17763224474646683,240,0.755163956453998,0.15818201606358706,240,0.022473579704648524,0.020012786253537033
