target_id,seed,N,method,true_theta,true_phi,fidelity,infidelity,z_shots,x_shots,y_shots,z_counts_0,z_counts_1,x_counts_0,x_counts_1,y_counts_0,y_counts_1,reward
10,1,500,RL_adaptive,0.5669664678179095,5.06993382436133,0.9973190546219691,0.0026809453780308745,147,173,180,139,8,99,74,52,128,0.9973190546219691
10,2,10,Z_only,0.5669664678179095,5.06993382436133,0.9217670450604193,0.07823295493958071,10,0,0,10,0,0,0,0,0,
10,2,10,ZX_split,0.5669664678179095,5.06993382436133,0.7317792893534426,0.2682207106465574,5,5,0,4,1,1,4,0,0,
10,2,10,XYZ_split,0.5669664678179095,5.06993382436133,0.9849730077168177,0.015026992283182272,3,3,4,3,0,2,1,0,4,
10,2,10,RL_adaptive,0.5669664678179095,5.06993382436133,0.996175870963346,0.003824129036653967,3,3,4,3,0,2,1,1,3,0.996175870963346
10,2,25,Z_only,0.5669664678179095,5.06993382436133,0.9217670450604193,0.07823295493958071,25,0,0,24,1,0,0,0,0,
10,2,25,ZX_split,0.5669664678179095,5.06993382436133,0.9273918575657952,0.07260814243420477,12,13,0,12,0,9,4,0,0,
10,2,25,XYZ_split,0.5669664678179095,5.06993382436133,0.9594739092562833,0.040526090743716714,8,8,9,8,0,3,5,2,7,
10,2,25,RL_adaptive,0.5669664678179095,5.06993382436133,0.9843590663936342,0.01564093360636576,7,10,8,6,1,7,3,2,6,0.9843590663936342
10,2,50,Z_only,0.5669664678179095,5.06993382436133,0.9217670450604193,0.07823295493958071,50,0,0,43,7,0,0,0,0,
10,2,50,ZX_split,0.5669664678179095,5.06993382436133,0.9308190823584868,0.06918091764151324,25,25,0,23,2,14,11,0,0,
10,2,50,XYZ_split,0.5669664678179095,5.06993382436133,0.9975598961277499,0.0024401038722501323,16,16,18,16,0,9,7,3,15,
10,2,50,RL_adaptive,0.5669664678179095,5.06993382436133,0.9602362128170931,0.03976378718290685,17,18,15,13,4,11,7,2,13,0.9602362128170931
10,2,100,Z_only,0.5669664678179095,5.06993382436133,0.9217670450604193,0.07823295493958071,100,0,0,89,11,0,0,0,0,
10,2,100,ZX_split,0.5669664678179095,5.06993382436133,0.9217670450604193,0.07823295493958071,50,50,0,46,4,25,25,0,0,
10,2,100,XYZ_split,0.5669664678179095,5.06993382436133,0.9993827207610323,0.0006172792389677051,33,33,34,31,2,20,13,9,25,
