target_id,seed,N,method,true_theta,theta_hat,theta_error,fidelity,infidelity,z_counts_0,z_counts_1,x_counts_0,x_counts_1,reward
0,0,10,Z_only,2.593021218809575,3.141592653589793,0.548571434780218,0.9266351723431665,0.0733648276568335,0,10,0,0,
0,0,10,ZX_split,2.593021218809575,2.9441970937399127,0.35117587493033753,0.9694844292890579,0.03051557071094213,0,5,3,2,
0,0,10,RL_adaptive,2.593021218809575,3.4633432079864352,0.8703219891768601,0.8222902040860599,0.1777097959139401,0,7,1,2,0.8222902040860599
0,0,25,Z_only,2.593021218809575,2.5680795491666966,0.024941669642878583,0.9998444863410244,0.00015551365897559233,2,23,0,0,
0,0,25,ZX_split,2.593021218809575,2.462178848181945,0.13084237062763027,0.9957261709666478,0.004273829033352161,2,10,10,3,
0,0,25,RL_adaptive,2.593021218809575,2.677945044588987,0.08492382577941182,0.9981980693131601,0.00180193068683987,0,1,18,6,0.9981980693131601
0,0,50,Z_only,2.593021218809575,2.498091544796509,0.09492967401306629,0.9977487806087597,0.002251219391240289,5,45,0,0,
0,0,50,ZX_split,2.593021218809575,2.5636907166275473,0.029330502182027818,0.9997849458283048,0.0002150541716952059,1,24,20,5,
0,0,50,RL_adaptive,2.593021218809575,2.4805494847391065,0.11247173407046862,0.9968408595980087,0.0031591404019912783,0,5,40,5,0.9968408595980087
0,0,100,Z_only,2.593021218809575,2.7388768120091314,0.1458555931995562,0.9946909584842187,0.005309041515781265,4,96,0,0,
0,0,100,ZX_split,2.593021218809575,2.8501358591119264,0.2571146403023512,0.9835638621140075,0.01643613788599252,5,45,31,19,
0,0,100,RL_adaptive,2.593021218809575,2.5461142192190795,0.0469069995904956,0.9994500341977315,0.000549965802268515,6,51,33,10,0.9994500341977315
0,0,250,Z_only,2.593021218809575,2.553499386799989,0.039521832009586255,0.9996095570244748,0.0003904429755251515,21,229,0,0,
0,0,250,ZX_split,2.593021218809575,2.7030293877733524,0.1100081689637773,0.9969776005742848,0.0030223994257152498,6,119,89,36,
0,0,250,RL_adaptive,2.593021218809575,2.62634768990375,0.03332647109417497,0.9997223622791422,0.0002776377208577596,0,1,195,54,0.9997223622791422
0,0,500,Z_only,2.593021218809575,2.6219566806707895,0.028935461861214318,0.9997906993656016,0.00020930063439839053,33,467,0,0,
0,0,500,ZX_split,2.593021218809575,2.569754923672833,0.023266295136742166,0.9998646759822897,0.00013532401771032543,24,226,190,60,
0,0,500,RL_adaptive,2.593021218809575,2.688420084488416,0.09539886567884093,0.9977264891495298,0.0022735108504702284,0,1,371,128,0.9977264891495298
0,1,10,Z_only,2.593021218809575,2.498091544796509,0.09492967401306629,0.9977487806087597,0.002251219391240289,1,9,0,0,
0,1,10,ZX_split,2.593021218809575,2.111215827065481,0.4818053917440941,0.9430798926841888,0.05692010731581121,1,4,5,0,
0,1,10,RL_adaptive,2.593021218809575,3.4633432079864352,0.8703219891768601,0.8222902040860599,0.1777097959139401,0,7,1,2,0.8222902040860599
0,1,25,Z_only,2.593021218809575,2.4341094418104503,0.15891177699912484,0.9937000362633122,0.006299963736687841,3,22,0,0,
