target_id,seed,N,method,true_theta1,true_phi1,true_theta2,true_phi2,fidelity,infidelity,z1_counts_0,z1_counts_1,x1_counts_0,x1_counts_1,y1_counts_0,y1_counts_1,z2_counts_0,z2_counts_1,x2_counts_0,x2_counts_1,y2_counts_0,y2_counts_1
0,2,500,XYZ_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.9962281765395774,0.0037718234604225964,36,130,152,14,115,53,142,24,106,60,140,28
0,3,10,Z_only,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.6822772012688751,0.31772279873112486,0,10,0,0,0,0,9,1,0,0,0,0
0,3,10,ZX_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.8838517987765546,0.11614820122344538,1,4,5,0,0,0,5,0,3,2,0,0
0,3,10,XYZ_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.8225426287302735,0.1774573712697265,1,2,3,0,3,1,2,1,1,2,4,0
0,3,25,Z_only,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.6822772012688751,0.31772279873112486,8,17,0,0,0,0,23,2,0,0,0,0
0,3,25,ZX_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.8351521392605574,0.16484786073944258,5,7,13,0,0,0,11,1,10,3,0,0
0,3,25,XYZ_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.924386612757399,0.07561338724260103,1,7,8,0,8,1,7,1,5,3,5,4
0,3,50,Z_only,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.6822772012688751,0.31772279873112486,14,36,0,0,0,0,45,5,0,0,0,0
0,3,50,ZX_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.8839606094513719,0.11603939054862811,4,21,23,2,0,0,24,1,15,10,0,0
0,3,50,XYZ_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.8713081056723528,0.12869189432764716,8,8,14,2,13,5,14,2,7,9,17,1
0,3,100,Z_only,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.6822772012688751,0.31772279873112486,28,72,0,0,0,0,91,9,0,0,0,0
0,3,100,ZX_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.8583592318923859,0.14164076810761406,20,30,46,4,0,0,43,7,30,20,0,0
0,3,100,XYZ_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.9904879037947009,0.009512096205299136,7,26,31,2,23,11,28,5,18,15,28,6
0,3,250,Z_only,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.6822772012688751,0.31772279873112486,48,202,0,0,0,0,220,30,0,0,0,0
0,3,250,ZX_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.8779897713201213,0.12201022867987865,41,84,115,10,0,0,103,22,76,49,0,0
0,3,250,XYZ_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.9948614571153461,0.005138542884653874,23,60,76,7,52,32,72,11,48,35,66,18
0,3,500,Z_only,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.6822772012688751,0.31772279873112486,128,372,0,0,0,0,441,59,0,0,0,0
0,3,500,ZX_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.8826227155368055,0.11737728446319451,67,183,221,29,0,0,206,44,166,84,0,0
0,3,500,XYZ_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.9959201712625602,0.004079828737439839,35,131,144,22,98,70,148,18,103,63,136,32
0,4,10,Z_only,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.6822772012688751,0.31772279873112486,4,6,0,0,0,0,10,0,0,0,0,0
0,4,10,ZX_split,2.1436716007436747,0.33816743455556175,0.6922809574484173,1.1584422520399775,0.7221930265939215,0.2778069734060785,0,5,5,0,0,0,3,2,4,1,0,0
