target_id,seed,N,theta1,phi1,theta2,phi2,method,fidelity,infidelity,shots_ZZ,shots_ZX,shots_ZY,shots_XZ,shots_XX,shots_XY,shots_YZ,shots_YX,shots_YY
17,1,10,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,Z_only,0.18569317482289913,0.8143068251771008,,,,,,,,,
17,1,10,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,ZX_split,0.8960627057039302,0.1039372942960698,,,,,,,,,
17,1,10,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,XYZ_split,0.6710745294413465,0.3289254705586535,,,,,,,,,
17,1,10,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,RL_adaptive,0.8066097676922852,0.1933902323077148,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0
17,1,25,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,Z_only,0.39035021504816086,0.6096497849518392,,,,,,,,,
17,1,25,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,ZX_split,0.9621675008914929,0.037832499108507056,,,,,,,,,
17,1,25,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,XYZ_split,0.7722465787613825,0.22775342123861753,,,,,,,,,
17,1,25,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,RL_adaptive,0.9744289392779799,0.02557106072202009,1.0,5.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0
17,1,50,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,Z_only,0.39035021504816086,0.6096497849518392,,,,,,,,,
17,1,50,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,ZX_split,0.9729901613921108,0.02700983860788919,,,,,,,,,
17,1,50,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,XYZ_split,0.9463701979418634,0.05362980205813661,,,,,,,,,
17,1,50,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,RL_adaptive,0.9507749475663373,0.04922505243366271,1.0,11.0,2.0,9.0,1.0,9.0,5.0,11.0,1.0
17,1,100,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,Z_only,0.39035021504816086,0.6096497849518392,,,,,,,,,
17,1,100,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,ZX_split,0.9732175048655123,0.026782495134487716,,,,,,,,,
17,1,100,1.4181170546482842,0.015060703946734798,1.9340105592768169,3.485947566128062,XYZ_split,0.9968161774906211,0.0031838225093788752,,,,,,,,,
