N,shots_ZZ,shots_ZX,shots_ZY,shots_XZ,shots_XX,shots_XY,shots_YZ,shots_YX,shots_YY
10,1.55,1.1166666666666667,0.16666666666666666,0.3,2.283333333333333,1.0166666666666666,0.48333333333333334,0.8833333333333333,2.2
25,2.45,4.266666666666667,0.2833333333333333,2.4166666666666665,1.5166666666666666,5.75,3.316666666666667,2.5,2.5
50,6.45,5.383333333333334,1.1666666666666667,6.016666666666667,4.633333333333334,6.016666666666667,2.966666666666667,12.166666666666666,5.2
100,6.333333333333333,4.866666666666666,3.8666666666666667,9.95,5.266666666666667,32.766666666666666,12.516666666666667,9.583333333333334,14.85
250,20.133333333333333,48.95,10.7,73.61666666666666,32.38333333333333,9.15,15.883333333333333,11.333333333333334,27.85
500,34.416666666666664,28.1,9.366666666666667,25.616666666666667,8.65,154.4,184.2,35.666666666666664,19.583333333333332
