plane,N,shots_ZZ,shots_ZX,shots_ZY,shots_XZ,shots_XX,shots_XY,shots_YZ,shots_YX,shots_YY
XY,10,2.966666666666667,0.14444444444444443,0.17777777777777778,0.1111111111111111,3.2333333333333334,0.2777777777777778,0.05555555555555555,0.1111111111111111,2.922222222222222
XY,25,4.511111111111111,0.07777777777777778,8.144444444444444,0.28888888888888886,5.2555555555555555,0.1,0.4111111111111111,0.08888888888888889,6.122222222222222
XY,50,7.711111111111111,0.37777777777777777,0.5888888888888889,0.6111111111111112,11.4,20.977777777777778,0.32222222222222224,0.6,7.411111111111111
XY,100,12.922222222222222,2.988888888888889,53.13333333333333,2.7888888888888888,10.222222222222221,1.6,2.7222222222222223,2.7777777777777777,10.844444444444445
XY,250,25.211111111111112,3.2222222222222223,2.611111111111111,119.52222222222223,33.766666666666666,19.42222222222222,6.7444444444444445,18.18888888888889,21.31111111111111
XY,500,21.433333333333334,22.011111111111113,8.588888888888889,270.31111111111113,48.577777777777776,43.7,30.81111111111111,7.0,47.56666666666667
XZ,10,2.9571428571428573,0.02857142857142857,0.14285714285714285,0.04285714285714286,3.357142857142857,0.11428571428571428,0.17142857142857143,0.2,2.9857142857142858
XZ,25,4.828571428571428,0.014285714285714285,8.428571428571429,0.08571428571428572,5.085714285714285,0.12857142857142856,0.6857142857142857,0.6142857142857143,5.128571428571429
XZ,50,6.857142857142857,0.6857142857142857,1.042857142857143,1.0285714285714285,11.2,21.685714285714287,0.6,0.42857142857142855,6.4714285714285715
XZ,100,16.428571428571427,2.3714285714285714,51.871428571428574,1.3857142857142857,10.6,2.4571428571428573,1.4714285714285715,1.8571428571428572,11.557142857142857
XZ,250,23.385714285714286,6.642857142857143,8.585714285714285,142.4857142857143,30.642857142857142,16.442857142857143,7.214285714285714,9.914285714285715,4.685714285714286
XZ,500,58.94285714285714,18.814285714285713,18.257142857142856,264.42857142857144,57.4,32.47142857142857,26.514285714285716,12.414285714285715,10.757142857142858
YZ,10,3.0,0.022222222222222223,0.1,0.2,3.2333333333333334,0.24444444444444444,0.022222222222222223,0.16666666666666666,3.011111111111111
YZ,25,5.1,0.044444444444444446,7.766666666666667,0.17777777777777778,5.333333333333333,0.13333333333333333,0.34444444444444444,0.13333333333333333,5.966666666666667
YZ,50,6.655555555555556,0.3111111111111111,1.2555555555555555,0.8777777777777778,8.955555555555556,24.044444444444444,0.7777777777777778,0.9444444444444444,6.177777777777778
YZ,100,17.211111111111112,1.4444444444444444,47.2,3.1,12.488888888888889,0.7555555555555555,1.3222222222222222,2.4,14.077777777777778
YZ,250,22.944444444444443,7.877777777777778,6.7444444444444445,138.94444444444446,11.322222222222223,16.08888888888889,8.28888888888889,12.488888888888889,25.3
YZ,500,63.522222222222226,20.055555555555557,10.322222222222223,280.23333333333335,13.744444444444444,37.41111111111111,20.511111111111113,6.766666666666667,47.43333333333333
