state_group,state1,state2,seed,N,noise,method,fidelity,infidelity,shots_ZZ,shots_ZX,shots_ZY,shots_XZ,shots_XX,shots_XY,shots_YZ,shots_YX,shots_YY
extreme,Z_plus,Z_plus,0,25,0.05,RL_adaptive,0.9075493816411477,0.09245061835885227,1.0,0.0,5.0,3.0,6.0,0.0,6.0,1.0,3.0
extreme,Z_plus,Z_plus,0,25,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,25,0.1,ZX_split,0.8969656205946004,0.10303437940539961,,,,,,,,,
extreme,Z_plus,Z_plus,0,25,0.1,XYZ_split,0.9087086529787021,0.09129134702129793,,,,,,,,,
extreme,Z_plus,Z_plus,0,25,0.1,RL_adaptive,0.8566695274245537,0.1433304725754463,1.0,0.0,6.0,0.0,7.0,0.0,9.0,1.0,1.0
extreme,Z_plus,Z_plus,0,25,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,25,0.15,ZX_split,0.9839422631007356,0.016057736899264374,,,,,,,,,
extreme,Z_plus,Z_plus,0,25,0.15,XYZ_split,0.8712291843681143,0.12877081563188575,,,,,,,,,
extreme,Z_plus,Z_plus,0,25,0.15,RL_adaptive,0.7989103611159047,0.20108963888409526,1.0,0.0,5.0,7.0,1.0,0.0,1.0,7.0,3.0
extreme,Z_plus,Z_plus,0,50,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.0,ZX_split,0.9928895233444076,0.00711047665559239,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.0,XYZ_split,0.9711978701927241,0.028802129807275922,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.0,RL_adaptive,0.9918406496420967,0.008159350357903272,13.0,1.0,0.0,0.0,5.0,9.0,2.0,13.0,7.0
extreme,Z_plus,Z_plus,0,50,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.05,ZX_split,0.9881216466134847,0.011878353386515328,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.05,XYZ_split,0.9565383298925679,0.04346167010743207,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.05,RL_adaptive,0.9303487497471573,0.06965125025284269,10.0,1.0,5.0,0.0,6.0,10.0,2.0,13.0,3.0
extreme,Z_plus,Z_plus,0,50,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.1,ZX_split,0.965034597855646,0.03496540214435395,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.1,XYZ_split,0.7660740459586721,0.23392595404132788,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.1,RL_adaptive,0.9473637369343466,0.05263626306565339,11.0,1.0,3.0,0.0,6.0,9.0,2.0,13.0,5.0
extreme,Z_plus,Z_plus,0,50,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.15,ZX_split,0.9855520255115344,0.014447974488465576,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.15,XYZ_split,0.9605573516677873,0.03944264833221267,,,,,,,,,
extreme,Z_plus,Z_plus,0,50,0.15,RL_adaptive,0.8843816417380851,0.11561835826191491,15.0,2.0,0.0,0.0,5.0,10.0,1.0,12.0,5.0
extreme,Z_plus,Z_plus,0,100,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.0,ZX_split,0.9960403215293758,0.003959678470624173,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.0,XYZ_split,0.9952635142462088,0.004736485753791153,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.0,RL_adaptive,0.9542692916219254,0.04573070837807458,17.0,7.0,0.0,3.0,8.0,11.0,0.0,35.0,19.0
extreme,Z_plus,Z_plus,0,100,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.05,ZX_split,0.9812784397527916,0.01872156024720839,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.05,XYZ_split,0.9592767573758143,0.040723242624185696,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.05,RL_adaptive,0.9995024973395396,0.0004975026604604471,15.0,5.0,0.0,1.0,12.0,11.0,0.0,37.0,19.0
extreme,Z_plus,Z_plus,0,100,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.1,ZX_split,0.980911880020912,0.019088119979087992,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.1,XYZ_split,0.9721885329524588,0.027811467047541227,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.1,RL_adaptive,0.9537698949919765,0.04623010500802349,14.0,6.0,0.0,5.0,8.0,12.0,0.0,38.0,17.0
extreme,Z_plus,Z_plus,0,100,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.15,ZX_split,0.991436093467161,0.008563906532839005,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.15,XYZ_split,0.9222441829818496,0.07775581701815037,,,,,,,,,
extreme,Z_plus,Z_plus,0,100,0.15,RL_adaptive,0.9622750772449497,0.03772492275505035,11.0,7.0,0.0,8.0,7.0,13.0,0.0,39.0,15.0
extreme,Z_plus,Z_minus,0,5,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.0,ZX_split,0.8316526181217495,0.1683473818782505,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.0,XYZ_split,0.665739294480206,0.33426070551979403,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.0,RL_adaptive,0.7285533905932737,0.27144660940672627,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
extreme,Z_plus,Z_minus,0,5,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.05,ZX_split,0.48717082451262833,0.5128291754873717,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.05,XYZ_split,0.7125446534374215,0.28745534656257854,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.05,RL_adaptive,0.6220084679281462,0.37799153207185376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
extreme,Z_plus,Z_minus,0,5,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.1,ZX_split,0.9493416490252569,0.05065835097474314,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.1,XYZ_split,0.1315789473684211,0.8684210526315789,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.1,RL_adaptive,0.6731763352100091,0.3268236647899909,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
extreme,Z_plus,Z_minus,0,5,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.15,ZX_split,0.48717082451262855,0.5128291754873715,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.15,XYZ_split,0.7125446534374215,0.28745534656257854,,,,,,,,,
extreme,Z_plus,Z_minus,0,5,0.15,RL_adaptive,0.6220084679281462,0.37799153207185376,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Z_minus,0,10,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.0,ZX_split,0.9806749532300754,0.019325046769924636,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.0,XYZ_split,0.9047458169520242,0.09525418304797584,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.0,RL_adaptive,0.947213595499958,0.05278640450004202,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Z_minus,0,10,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.05,ZX_split,0.9197286484747138,0.0802713515252862,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.05,XYZ_split,0.9047458169520239,0.09525418304797606,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.05,RL_adaptive,0.7112944921610617,0.28870550783893834,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Z_minus,0,10,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.1,ZX_split,0.9049163601457547,0.09508363985424528,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.1,XYZ_split,0.689497366105166,0.310502633894834,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.1,RL_adaptive,0.6944444444444446,0.30555555555555536,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0
extreme,Z_plus,Z_minus,0,10,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.15,ZX_split,0.8316526181217495,0.1683473818782505,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.15,XYZ_split,0.811951374187714,0.18804862581228599,,,,,,,,,
extreme,Z_plus,Z_minus,0,10,0.15,RL_adaptive,0.7236067977499788,0.2763932022500212,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Z_minus,0,25,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.0,ZX_split,0.9857416983741929,0.014258301625807102,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.0,XYZ_split,0.830770672353294,0.16922932764670595,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.0,RL_adaptive,0.9781997886730905,0.021800211326909458,1.0,0.0,6.0,2.0,2.0,1.0,6.0,6.0,1.0
extreme,Z_plus,Z_minus,0,25,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.05,ZX_split,0.9525747117428661,0.04742528825713388,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.05,XYZ_split,0.96486896901276,0.03513103098724002,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.05,RL_adaptive,0.9087975040371793,0.0912024959628207,1.0,0.0,6.0,0.0,5.0,0.0,9.0,3.0,1.0
extreme,Z_plus,Z_minus,0,25,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.1,ZX_split,0.8969656205946004,0.10303437940539961,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.1,XYZ_split,0.9087086529787025,0.09129134702129749,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.1,RL_adaptive,0.7356889425585579,0.2643110574414421,1.0,2.0,4.0,0.0,2.0,3.0,8.0,4.0,1.0
extreme,Z_plus,Z_minus,0,25,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.15,ZX_split,0.9839422631007356,0.016057736899264374,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.15,XYZ_split,0.8712291843681143,0.12877081563188575,,,,,,,,,
extreme,Z_plus,Z_minus,0,25,0.15,RL_adaptive,0.775251135095339,0.22474886490466095,1.0,0.0,6.0,6.0,1.0,0.0,1.0,9.0,1.0
extreme,Z_plus,Z_minus,0,50,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.0,ZX_split,0.9928895233444076,0.00711047665559239,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.0,XYZ_split,0.9711978701927241,0.028802129807275922,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.0,RL_adaptive,0.9750514650865235,0.024948534913476483,14.0,6.0,0.0,0.0,4.0,10.0,6.0,7.0,3.0
extreme,Z_plus,Z_minus,0,50,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.05,ZX_split,0.9881216466134847,0.011878353386515328,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.05,XYZ_split,0.9565383298925677,0.04346167010743229,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.05,RL_adaptive,0.9295595795188742,0.07044042048112575,13.0,5.0,0.0,0.0,3.0,13.0,6.0,9.0,1.0
extreme,Z_plus,Z_minus,0,50,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.1,ZX_split,0.965034597855646,0.03496540214435395,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.1,XYZ_split,0.7660740459586722,0.23392595404132777,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.1,RL_adaptive,0.8728833542691832,0.12711664573081682,13.0,4.0,1.0,0.0,6.0,10.0,7.0,8.0,1.0
extreme,Z_plus,Z_minus,0,50,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.15,ZX_split,0.9855520255115344,0.014447974488465576,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.15,XYZ_split,0.9605573516677873,0.03944264833221267,,,,,,,,,
extreme,Z_plus,Z_minus,0,50,0.15,RL_adaptive,0.8821370600909274,0.1178629399090726,15.0,3.0,1.0,0.0,5.0,12.0,3.0,8.0,3.0
extreme,Z_plus,Z_minus,0,100,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.0,ZX_split,0.9960403215293758,0.003959678470624173,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.0,XYZ_split,0.9952635142462091,0.004736485753790931,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.0,RL_adaptive,0.9460355943865968,0.05396440561340321,2.0,14.0,0.0,8.0,3.0,17.0,1.0,38.0,17.0
extreme,Z_plus,Z_minus,0,100,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.05,ZX_split,0.9812784397527916,0.01872156024720839,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.05,XYZ_split,0.9592767573758145,0.040723242624185474,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.05,RL_adaptive,0.9962740657971454,0.0037259342028546083,2.0,12.0,2.0,10.0,3.0,16.0,2.0,39.0,14.0
extreme,Z_plus,Z_minus,0,100,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.1,ZX_split,0.980911880020912,0.019088119979087992,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.1,XYZ_split,0.9721885329524586,0.02781146704754145,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.1,RL_adaptive,0.9537420513569453,0.04625794864305466,2.0,13.0,1.0,13.0,2.0,16.0,0.0,38.0,15.0
extreme,Z_plus,Z_minus,0,100,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.15,ZX_split,0.991436093467161,0.008563906532839005,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.15,XYZ_split,0.9222441829818496,0.07775581701815037,,,,,,,,,
extreme,Z_plus,Z_minus,0,100,0.15,RL_adaptive,0.9660516103440006,0.033948389655999445,3.0,11.0,2.0,12.0,3.0,14.0,0.0,41.0,14.0
extreme,Z_plus,X_plus,0,5,0.0,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.0,ZX_split,0.8535533905932737,0.14644660940672627,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.0,XYZ_split,0.665739294480206,0.33426070551979403,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.0,RL_adaptive,0.6731763352100091,0.3268236647899909,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
extreme,Z_plus,X_plus,0,5,0.05,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.05,ZX_split,0.8316526181217495,0.1683473818782505,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.05,XYZ_split,0.7125446534374212,0.28745534656257876,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.05,RL_adaptive,0.6220084679281462,0.37799153207185376,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,X_plus,0,5,0.1,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.1,ZX_split,0.9743416490252569,0.025658350974743116,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.1,XYZ_split,0.7125446534374215,0.28745534656257854,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.1,RL_adaptive,0.6731763352100091,0.3268236647899909,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
extreme,Z_plus,X_plus,0,5,0.15,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.15,ZX_split,0.426776695296637,0.573223304703363,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.15,XYZ_split,0.7125446534374215,0.28745534656257854,,,,,,,,,
extreme,Z_plus,X_plus,0,5,0.15,RL_adaptive,0.426776695296637,0.573223304703363,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
extreme,Z_plus,X_plus,0,10,0.0,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.0,ZX_split,0.9806749532300754,0.019325046769924636,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.0,XYZ_split,0.9047458169520244,0.09525418304797562,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.0,RL_adaptive,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,X_plus,0,10,0.05,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.05,ZX_split,0.7927346923724811,0.20726530762751894,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.05,XYZ_split,0.9047458169520244,0.09525418304797562,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.05,RL_adaptive,0.8316526181217495,0.1683473818782505,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
extreme,Z_plus,X_plus,0,10,0.1,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.1,ZX_split,0.9197286484747138,0.0802713515252862,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.1,XYZ_split,0.7738095238095237,0.22619047619047628,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.1,RL_adaptive,0.7893446629166316,0.21065533708336837,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0
extreme,Z_plus,X_plus,0,10,0.15,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.15,ZX_split,0.02190077247152423,0.9780992275284758,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.15,XYZ_split,0.7112944921610613,0.28870550783893867,,,,,,,,,
extreme,Z_plus,X_plus,0,10,0.15,RL_adaptive,0.5487128939528189,0.45128710604718114,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
extreme,Z_plus,X_plus,0,25,0.0,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.0,ZX_split,0.9804796685988687,0.019520331401131297,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.0,XYZ_split,0.8602654891232335,0.13973451087676647,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.0,RL_adaptive,0.9057144675211877,0.09428553247881233,1.0,0.0,6.0,1.0,6.0,0.0,8.0,2.0,1.0
extreme,Z_plus,X_plus,0,25,0.05,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.05,ZX_split,0.9637826849313179,0.03621731506868209,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.05,XYZ_split,0.96486896901276,0.03513103098724002,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.05,RL_adaptive,0.8352507282646703,0.16474927173532972,1.0,0.0,6.0,0.0,6.0,0.0,10.0,1.0,1.0
extreme,Z_plus,X_plus,0,25,0.1,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.1,ZX_split,0.90362253433028,0.09637746566972005,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.1,XYZ_split,0.934212927269737,0.06578707273026296,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.1,RL_adaptive,0.9466337844940889,0.05336621550591114,1.0,0.0,6.0,0.0,7.0,0.0,9.0,1.0,1.0
extreme,Z_plus,X_plus,0,25,0.15,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.15,ZX_split,0.7745585915996753,0.22544140840032467,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.15,XYZ_split,0.9525390645393064,0.04746093546069363,,,,,,,,,
extreme,Z_plus,X_plus,0,25,0.15,RL_adaptive,0.8720710204853293,0.12792897951467075,1.0,0.0,7.0,2.0,4.0,0.0,6.0,4.0,1.0
extreme,Z_plus,X_plus,0,50,0.0,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.0,ZX_split,0.9928895233444076,0.00711047665559239,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.0,XYZ_split,0.9675045873663364,0.03249541263366362,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.0,RL_adaptive,0.981572790620777,0.018427209379223042,13.0,3.0,1.0,0.0,8.0,6.0,7.0,6.0,6.0
extreme,Z_plus,X_plus,0,50,0.05,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.05,ZX_split,0.9810188280597592,0.01898117194024085,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.05,XYZ_split,0.960618909468152,0.03938109053184802,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.05,RL_adaptive,0.9041124634221058,0.09588753657789417,13.0,4.0,2.0,0.0,7.0,8.0,6.0,6.0,4.0
extreme,Z_plus,X_plus,0,50,0.1,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.1,ZX_split,0.9622308419796256,0.037769158020374394,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.1,XYZ_split,0.7509583999487124,0.24904160005128761,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.1,RL_adaptive,0.9582821850741609,0.04171781492583915,13.0,5.0,1.0,0.0,7.0,8.0,5.0,5.0,6.0
extreme,Z_plus,X_plus,0,50,0.15,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.15,ZX_split,0.9915355304712375,0.008464469528762453,,,,,,,,,
extreme,Z_plus,X_plus,0,50,0.15,XYZ_split,0.9143551660433638,0.08564483395663625,,,,,,,,,
