state_group,state1,state2,seed,N,noise,method,fidelity,infidelity,shots_ZZ,shots_ZX,shots_ZY,shots_XZ,shots_XX,shots_XY,shots_YZ,shots_YX,shots_YY
extreme,Z_plus,X_plus,0,50,0.15,RL_adaptive,0.7967234410231904,0.20327655897680963,14.0,5.0,0.0,0.0,3.0,13.0,1.0,9.0,5.0
extreme,Z_plus,X_plus,0,100,0.0,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.0,ZX_split,0.9948517298328639,0.005148270167136149,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.0,XYZ_split,0.9952635142462084,0.004736485753791597,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.0,RL_adaptive,0.9805939144617853,0.019406085538214657,9.0,11.0,0.0,7.0,5.0,11.0,0.0,39.0,18.0
extreme,Z_plus,X_plus,0,100,0.05,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.05,ZX_split,0.9920441308362666,0.007955869163733365,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.05,XYZ_split,0.9553970328195716,0.04460296718042844,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.05,RL_adaptive,0.9809970777458492,0.01900292225415079,14.0,7.0,0.0,2.0,9.0,10.0,0.0,38.0,20.0
extreme,Z_plus,X_plus,0,100,0.1,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.1,ZX_split,0.9812526323724354,0.01874736762756457,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.1,XYZ_split,0.960224861438913,0.03977513856108705,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.1,RL_adaptive,0.9790924885084343,0.020907511491565667,10.0,8.0,0.0,6.0,7.0,11.0,0.0,41.0,17.0
extreme,Z_plus,X_plus,0,100,0.15,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.15,ZX_split,0.9659974782119526,0.03400252178804741,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.15,XYZ_split,0.911942459091493,0.08805754090850704,,,,,,,,,
extreme,Z_plus,X_plus,0,100,0.15,RL_adaptive,0.9171054129684334,0.0828945870315666,14.0,8.0,0.0,7.0,5.0,11.0,0.0,39.0,16.0
extreme,Z_plus,Y_plus,0,5,0.0,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.0,ZX_split,0.426776695296637,0.573223304703363,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.0,XYZ_split,0.6220084679281462,0.37799153207185376,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.0,RL_adaptive,0.7285533905932737,0.27144660940672627,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Y_plus,0,5,0.05,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.05,ZX_split,0.48717082451262833,0.5128291754873717,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.05,XYZ_split,0.6657392944802062,0.3342607055197938,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.05,RL_adaptive,0.6220084679281462,0.37799153207185376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
extreme,Z_plus,Y_plus,0,5,0.1,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.1,ZX_split,0.48717082451262833,0.5128291754873717,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.1,XYZ_split,0.665739294480206,0.33426070551979403,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.1,RL_adaptive,0.72050456154763,0.27949543845237,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Y_plus,0,5,0.15,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.15,ZX_split,0.2500000000000001,0.7499999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.15,XYZ_split,0.665739294480206,0.33426070551979403,,,,,,,,,
extreme,Z_plus,Y_plus,0,5,0.15,RL_adaptive,0.39433756729740654,0.6056624327025935,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Y_plus,0,10,0.0,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.0,ZX_split,0.49514516892273014,0.5048548310772698,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.0,XYZ_split,0.8842479442333134,0.11575205576668657,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.0,RL_adaptive,0.947213595499958,0.05278640450004202,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Y_plus,0,10,0.05,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.05,ZX_split,0.4643732314281362,0.5356267685718639,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.05,XYZ_split,0.48717082451262855,0.5128291754873715,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.05,RL_adaptive,0.7112944921610613,0.28870550783893867,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0
extreme,Z_plus,Y_plus,0,10,0.1,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.1,ZX_split,0.4643732314281362,0.5356267685718639,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.1,XYZ_split,0.663265306122449,0.33673469387755095,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.1,RL_adaptive,0.658113883008419,0.341886116991581,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0
extreme,Z_plus,Y_plus,0,10,0.15,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.15,ZX_split,0.426776695296637,0.573223304703363,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.15,XYZ_split,0.7034363340048685,0.2965636659951315,,,,,,,,,
extreme,Z_plus,Y_plus,0,10,0.15,RL_adaptive,0.8535533905932737,0.14644660940672627,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_plus,Y_plus,0,25,0.0,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.0,ZX_split,0.4935977989236551,0.5064022010763449,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.0,XYZ_split,0.8378067201090382,0.16219327989096177,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.0,RL_adaptive,0.9106978946403976,0.08930210535960237,1.0,0.0,6.0,7.0,1.0,0.0,1.0,8.0,1.0
extreme,Z_plus,Y_plus,0,25,0.05,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.05,ZX_split,0.49926362137539554,0.5007363786246044,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.05,XYZ_split,0.9382510402912903,0.06174895970870975,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.05,RL_adaptive,0.7607534804611075,0.23924651953889253,1.0,0.0,6.0,6.0,2.0,0.0,2.0,7.0,1.0
extreme,Z_plus,Y_plus,0,25,0.1,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.1,ZX_split,0.4769898461251131,0.5230101538748869,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.1,XYZ_split,0.8958104000742924,0.10418959992570764,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.1,RL_adaptive,0.9769374128580135,0.0230625871419865,1.0,0.0,6.0,6.0,1.0,0.0,1.0,9.0,1.0
extreme,Z_plus,Y_plus,0,25,0.15,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.15,ZX_split,0.49359779892365474,0.5064022010763453,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.15,XYZ_split,0.8652200055961465,0.13477999440385346,,,,,,,,,
extreme,Z_plus,Y_plus,0,25,0.15,RL_adaptive,0.9254861563188422,0.07451384368115777,1.0,0.0,6.0,7.0,1.0,0.0,0.0,9.0,1.0
extreme,Z_plus,Y_plus,0,50,0.0,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.0,ZX_split,0.49821920962173066,0.5017807903782694,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.0,XYZ_split,0.9704156752214652,0.029584324778534787,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.0,RL_adaptive,0.8827288945227852,0.11727110547721475,13.0,2.0,1.0,0.0,5.0,7.0,6.0,12.0,4.0
extreme,Z_plus,Y_plus,0,50,0.05,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.05,ZX_split,0.4997640395887647,0.5002359604112353,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.05,XYZ_split,0.9893160689160333,0.010683931083966702,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.05,RL_adaptive,0.910453435364588,0.089546564635412,12.0,1.0,5.0,0.0,10.0,6.0,8.0,7.0,1.0
extreme,Z_plus,Y_plus,0,50,0.1,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.1,ZX_split,0.4891684701072147,0.5108315298927852,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.1,XYZ_split,0.8009250243942071,0.1990749756057929,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.1,RL_adaptive,0.9795236409246862,0.020476359075313755,14.0,2.0,3.0,0.0,7.0,7.0,5.0,9.0,3.0
extreme,Z_plus,Y_plus,0,50,0.15,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.15,ZX_split,0.4995685932937491,0.500431406706251,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.15,XYZ_split,0.9177850589721349,0.08221494102786508,,,,,,,,,
extreme,Z_plus,Y_plus,0,50,0.15,RL_adaptive,0.8991630428221039,0.10083695717789609,11.0,4.0,3.0,0.0,8.0,9.0,7.0,7.0,1.0
extreme,Z_plus,Y_plus,0,100,0.0,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.0,ZX_split,0.49821920962173044,0.5017807903782696,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.0,XYZ_split,0.9984509560786806,0.0015490439213193818,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.0,RL_adaptive,0.9435227452137592,0.05647725478624077,5.0,5.0,8.0,5.0,11.0,13.0,6.0,39.0,8.0
extreme,Z_plus,Y_plus,0,100,0.05,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.05,ZX_split,0.4963029387049185,0.5036970612950815,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.05,XYZ_split,0.9541793322385997,0.04582066776140026,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.05,RL_adaptive,0.9565691247539805,0.04343087524601952,10.0,6.0,3.0,4.0,10.0,12.0,1.0,41.0,13.0
extreme,Z_plus,Y_plus,0,100,0.1,Z_only,0.4999999999999999,0.5000000000000001,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.1,ZX_split,0.49087947740748505,0.509120522592515,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.1,XYZ_split,0.9616211864681717,0.03837881353182826,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.1,RL_adaptive,0.9047472552748458,0.09525274472515421,7.0,7.0,3.0,7.0,9.0,12.0,0.0,41.0,14.0
extreme,Z_plus,Y_plus,0,100,0.15,Z_only,0.5000000000000001,0.4999999999999999,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.15,ZX_split,0.4957180467335804,0.5042819532664196,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.15,XYZ_split,0.9085412855540006,0.0914587144459994,,,,,,,,,
extreme,Z_plus,Y_plus,0,100,0.15,RL_adaptive,0.939622695448394,0.06037730455160595,10.0,4.0,2.0,5.0,11.0,12.0,0.0,43.0,13.0
extreme,Z_minus,Z_plus,0,5,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.0,ZX_split,0.8316526181217495,0.1683473818782505,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.0,XYZ_split,0.665739294480206,0.33426070551979403,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.0,RL_adaptive,0.7285533905932737,0.27144660940672627,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
extreme,Z_minus,Z_plus,0,5,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.05,ZX_split,0.48717082451262855,0.5128291754873715,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.05,XYZ_split,0.7125446534374215,0.28745534656257854,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.05,RL_adaptive,0.6220084679281462,0.37799153207185376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
extreme,Z_minus,Z_plus,0,5,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.1,ZX_split,0.9493416490252569,0.05065835097474314,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.1,XYZ_split,0.13157894736842105,0.868421052631579,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.1,RL_adaptive,0.4999999999999999,0.5000000000000001,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
extreme,Z_minus,Z_plus,0,5,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.15,ZX_split,0.48717082451262833,0.5128291754873717,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.15,XYZ_split,0.7125446534374215,0.28745534656257854,,,,,,,,,
extreme,Z_minus,Z_plus,0,5,0.15,RL_adaptive,0.7886751345948129,0.21132486540518713,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_minus,Z_plus,0,10,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.0,ZX_split,0.9806749532300754,0.019325046769924636,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.0,XYZ_split,0.9047458169520239,0.09525418304797606,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.0,RL_adaptive,0.7886751345948129,0.21132486540518713,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0
extreme,Z_minus,Z_plus,0,10,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.05,ZX_split,0.9197286484747138,0.0802713515252862,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.05,XYZ_split,0.9047458169520242,0.09525418304797584,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.05,RL_adaptive,0.7175641670695293,0.2824358329304707,1.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_minus,Z_plus,0,10,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.1,ZX_split,0.9049163601457547,0.09508363985424528,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.1,XYZ_split,0.6894973661051662,0.3105026338948338,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.1,RL_adaptive,0.8842479442333134,0.11575205576668657,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0
extreme,Z_minus,Z_plus,0,10,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.15,ZX_split,0.8316526181217495,0.1683473818782505,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.15,XYZ_split,0.8119513741877143,0.18804862581228565,,,,,,,,,
extreme,Z_minus,Z_plus,0,10,0.15,RL_adaptive,0.8128107409966673,0.18718925900333272,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0
extreme,Z_minus,Z_plus,0,25,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.0,ZX_split,0.9857416983741929,0.014258301625807102,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.0,XYZ_split,0.8307706723532943,0.16922932764670573,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.0,RL_adaptive,0.9414632735464469,0.05853672645355312,1.0,3.0,4.0,0.0,5.0,2.0,9.0,0.0,1.0
extreme,Z_minus,Z_plus,0,25,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.05,ZX_split,0.9525747117428661,0.04742528825713388,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.05,XYZ_split,0.9648689690127602,0.0351310309872398,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.05,RL_adaptive,0.8057948149763516,0.19420518502364836,1.0,3.0,4.0,0.0,4.0,3.0,9.0,0.0,1.0
extreme,Z_minus,Z_plus,0,25,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.1,ZX_split,0.8969656205946004,0.10303437940539961,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.1,XYZ_split,0.9087086529787021,0.09129134702129793,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.1,RL_adaptive,0.9074481372444583,0.09255186275554173,1.0,3.0,4.0,0.0,5.0,2.0,9.0,0.0,1.0
extreme,Z_minus,Z_plus,0,25,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.15,ZX_split,0.9839422631007356,0.016057736899264374,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.15,XYZ_split,0.8712291843681147,0.1287708156318853,,,,,,,,,
extreme,Z_minus,Z_plus,0,25,0.15,RL_adaptive,0.8097257480621026,0.19027425193789738,1.0,4.0,3.0,2.0,1.0,4.0,7.0,2.0,1.0
extreme,Z_minus,Z_plus,0,50,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.0,ZX_split,0.9928895233444076,0.00711047665559239,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.0,XYZ_split,0.9711978701927241,0.028802129807275922,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.0,RL_adaptive,0.9566669996110163,0.04333300038898369,11.0,7.0,0.0,0.0,4.0,12.0,2.0,6.0,8.0
extreme,Z_minus,Z_plus,0,50,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.05,ZX_split,0.9881216466134847,0.011878353386515328,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.05,XYZ_split,0.9565383298925677,0.04346167010743229,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.05,RL_adaptive,0.8791515344846301,0.12084846551536987,11.0,6.0,0.0,1.0,1.0,14.0,0.0,9.0,8.0
extreme,Z_minus,Z_plus,0,50,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.1,ZX_split,0.965034597855646,0.03496540214435395,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.1,XYZ_split,0.7660740459586719,0.2339259540413281,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.1,RL_adaptive,0.9763747965753495,0.023625203424650465,11.0,5.0,0.0,0.0,4.0,14.0,2.0,8.0,6.0
extreme,Z_minus,Z_plus,0,50,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.15,ZX_split,0.9855520255115344,0.014447974488465576,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.15,XYZ_split,0.9605573516677873,0.03944264833221267,,,,,,,,,
extreme,Z_minus,Z_plus,0,50,0.15,RL_adaptive,0.8711335468021425,0.1288664531978575,12.0,5.0,0.0,2.0,2.0,11.0,0.0,8.0,10.0
extreme,Z_minus,Z_plus,0,100,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.0,ZX_split,0.9960403215293758,0.003959678470624173,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.0,XYZ_split,0.9952635142462088,0.004736485753791153,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.0,RL_adaptive,0.9566970317947263,0.043302968205273684,23.0,0.0,0.0,0.0,17.0,8.0,0.0,27.0,25.0
extreme,Z_minus,Z_plus,0,100,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.05,ZX_split,0.9812784397527916,0.01872156024720839,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.05,XYZ_split,0.9592767573758143,0.040723242624185696,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.05,RL_adaptive,0.9420355350315427,0.05796446496845731,24.0,0.0,0.0,1.0,15.0,8.0,0.0,29.0,23.0
extreme,Z_minus,Z_plus,0,100,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.1,ZX_split,0.980911880020912,0.019088119979087992,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.1,XYZ_split,0.9721885329524586,0.02781146704754145,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.1,RL_adaptive,0.9634504687333956,0.03654953126660443,20.0,0.0,0.0,3.0,15.0,11.0,0.0,32.0,19.0
extreme,Z_minus,Z_plus,0,100,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.15,ZX_split,0.991436093467161,0.008563906532839005,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.15,XYZ_split,0.9222441829818498,0.07775581701815015,,,,,,,,,
extreme,Z_minus,Z_plus,0,100,0.15,RL_adaptive,0.9154446084776194,0.08455539152238056,17.0,3.0,0.0,7.0,11.0,10.0,0.0,33.0,19.0
extreme,Z_minus,Z_minus,0,5,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.0,ZX_split,0.8316526181217495,0.1683473818782505,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.0,XYZ_split,0.665739294480206,0.33426070551979403,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.0,RL_adaptive,0.7285533905932737,0.27144660940672627,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
extreme,Z_minus,Z_minus,0,5,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.05,ZX_split,0.48717082451262833,0.5128291754873717,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.05,XYZ_split,0.7125446534374215,0.28745534656257854,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.05,RL_adaptive,0.6220084679281462,0.37799153207185376,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_minus,Z_minus,0,5,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.1,ZX_split,0.9493416490252569,0.05065835097474314,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.1,XYZ_split,0.1315789473684211,0.8684210526315789,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.1,RL_adaptive,0.4999999999999999,0.5000000000000001,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
extreme,Z_minus,Z_minus,0,5,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.15,ZX_split,0.48717082451262833,0.5128291754873717,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.15,XYZ_split,0.7125446534374215,0.28745534656257854,,,,,,,,,
extreme,Z_minus,Z_minus,0,5,0.15,RL_adaptive,0.6220084679281462,0.37799153207185376,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
extreme,Z_minus,Z_minus,0,10,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.0,ZX_split,0.9806749532300754,0.019325046769924636,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.0,XYZ_split,0.9047458169520239,0.09525418304797606,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.0,RL_adaptive,0.7838290578911393,0.21617094210886068,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0
extreme,Z_minus,Z_minus,0,10,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.05,ZX_split,0.9197286484747138,0.0802713515252862,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.05,XYZ_split,0.9047458169520239,0.09525418304797606,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.05,RL_adaptive,0.7175641670695292,0.2824358329304708,1.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0
extreme,Z_minus,Z_minus,0,10,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.1,ZX_split,0.9049163601457547,0.09508363985424528,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.1,XYZ_split,0.6894973661051658,0.31050263389483423,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.1,RL_adaptive,0.8225715226391769,0.17742847736082312,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0
extreme,Z_minus,Z_minus,0,10,0.15,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.15,ZX_split,0.8316526181217495,0.1683473818782505,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.15,XYZ_split,0.8119513741877143,0.18804862581228565,,,,,,,,,
extreme,Z_minus,Z_minus,0,10,0.15,RL_adaptive,0.8128107409966675,0.1871892590033325,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0
extreme,Z_minus,Z_minus,0,25,0.0,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.0,ZX_split,0.9857416983741929,0.014258301625807102,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.0,XYZ_split,0.830770672353294,0.16922932764670595,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.0,RL_adaptive,0.8782241389814689,0.1217758610185311,1.0,5.0,1.0,0.0,1.0,6.0,7.0,3.0,1.0
extreme,Z_minus,Z_minus,0,25,0.05,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.05,ZX_split,0.9525747117428661,0.04742528825713388,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.05,XYZ_split,0.96486896901276,0.03513103098724002,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.05,RL_adaptive,0.8881470565031085,0.11185294349689145,1.0,5.0,2.0,0.0,3.0,4.0,9.0,0.0,1.0
extreme,Z_minus,Z_minus,0,25,0.1,Z_only,1.0,0.0,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.1,ZX_split,0.8969656205946004,0.10303437940539961,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.1,XYZ_split,0.9087086529787025,0.09129134702129749,,,,,,,,,
extreme,Z_minus,Z_minus,0,25,0.1,RL_adaptive,0.9412414688099988,0.058758531190001184,1.0,4.0,3.0,0.0,3.0,3.0,9.0,1.0,1.0
