target_id,seed,N,method,fidelity,infidelity
2,3,50,ZX_split,0.18659533284948077,0.8134046671505193
2,3,50,XYZ_split,0.3218915514215043,0.6781084485784957
2,3,50,RL_adaptive,0.26400003764441143,0.7359999623555886
2,3,100,Z_only,0.18659533284948077,0.8134046671505193
2,3,100,ZX_split,0.18659533284948077,0.8134046671505193
2,3,100,XYZ_split,0.3218915514215043,0.6781084485784957
2,3,100,RL_adaptive,0.18659533284948077,0.8134046671505193
2,3,250,Z_only,0.18659533284948077,0.8134046671505193
2,3,250,ZX_split,0.18659533284948077,0.8134046671505193
2,3,250,XYZ_split,0.3218915514215043,0.6781084485784957
2,3,250,RL_adaptive,0.18659533284948077,0.8134046671505193
2,3,500,Z_only,0.18659533284948077,0.8134046671505193
2,3,500,ZX_split,0.18659533284948077,0.8134046671505193
2,3,500,XYZ_split,0.3218915514215043,0.6781084485784957
2,3,500,RL_adaptive,0.18659533284948077,0.8134046671505193
2,4,10,Z_only,0.18659533284948077,0.8134046671505193
2,4,10,ZX_split,0.18659533284948077,0.8134046671505193
2,4,10,XYZ_split,0.061111224285697596,0.9388887757143024
2,4,10,RL_adaptive,0.2275130780846039,0.7724869219153961
2,4,25,Z_only,0.18659533284948077,0.8134046671505193
2,4,25,ZX_split,0.18659533284948077,0.8134046671505193
2,4,25,XYZ_split,0.3218915514215043,0.6781084485784957
2,4,25,RL_adaptive,0.2275130780846039,0.7724869219153961
2,4,50,Z_only,0.18659533284948077,0.8134046671505193
2,4,50,ZX_split,0.18659533284948077,0.8134046671505193
2,4,50,XYZ_split,0.3218915514215043,0.6781084485784957
2,4,50,RL_adaptive,0.26400003764441143,0.7359999623555886
2,4,100,Z_only,0.18659533284948077,0.8134046671505193
2,4,100,ZX_split,0.18659533284948077,0.8134046671505193
2,4,100,XYZ_split,0.3218915514215043,0.6781084485784957
2,4,100,RL_adaptive,0.18659533284948077,0.8134046671505193
2,4,250,Z_only,0.18659533284948077,0.8134046671505193
2,4,250,ZX_split,0.18659533284948077,0.8134046671505193
2,4,250,XYZ_split,0.3218915514215043,0.6781084485784957
2,4,250,RL_adaptive,0.18659533284948077,0.8134046671505193
2,4,500,Z_only,0.18659533284948077,0.8134046671505193
2,4,500,ZX_split,0.18659533284948077,0.8134046671505193
2,4,500,XYZ_split,0.3218915514215043,0.6781084485784957
2,4,500,RL_adaptive,0.18659533284948077,0.8134046671505193
3,0,10,Z_only,0.008969528430274713,0.9910304715697252
3,0,10,ZX_split,0.20949326253829081,0.7905067374617092
3,0,10,XYZ_split,0.20949326253829081,0.7905067374617092
3,0,10,RL_adaptive,0.20949326253829081,0.7905067374617092
3,0,25,Z_only,0.008969528430274713,0.9910304715697252
3,0,25,ZX_split,0.21405027882397726,0.7859497211760227
3,0,25,XYZ_split,0.20949326253829081,0.7905067374617092
3,0,25,RL_adaptive,0.20949326253829081,0.7905067374617092
3,0,50,Z_only,0.008969528430274713,0.9910304715697252
3,0,50,ZX_split,0.008969528430274713,0.9910304715697252
3,0,50,XYZ_split,0.20949326253829081,0.7905067374617092
3,0,50,RL_adaptive,0.7791254590977792,0.2208745409022208
3,0,100,Z_only,0.008969528430274713,0.9910304715697252
3,0,100,ZX_split,0.21405027882397726,0.7859497211760227
3,0,100,XYZ_split,0.20949326253829081,0.7905067374617092
3,0,100,RL_adaptive,0.7791254590977792,0.2208745409022208
3,0,250,Z_only,0.008969528430274713,0.9910304715697252
3,0,250,ZX_split,0.008969528430274713,0.9910304715697252
3,0,250,XYZ_split,0.20949326253829081,0.7905067374617092
3,0,250,RL_adaptive,0.7791254590977792,0.2208745409022208
3,0,500,Z_only,0.008969528430274713,0.9910304715697252
3,0,500,ZX_split,0.008969528430274713,0.9910304715697252
3,0,500,XYZ_split,0.20949326253829081,0.7905067374617092
3,0,500,RL_adaptive,0.7791254590977792,0.2208745409022208
3,1,10,Z_only,0.21405027882397726,0.7859497211760227
3,1,10,ZX_split,0.20949326253829081,0.7905067374617092
3,1,10,XYZ_split,0.21405027882397726,0.7859497211760227
3,1,10,RL_adaptive,0.7791254590977792,0.2208745409022208
3,1,25,Z_only,0.008969528430274713,0.9910304715697252
3,1,25,ZX_split,0.008969528430274713,0.9910304715697252
3,1,25,XYZ_split,0.20949326253829081,0.7905067374617092
3,1,25,RL_adaptive,0.20949326253829081,0.7905067374617092
3,1,50,Z_only,0.008969528430274713,0.9910304715697252
3,1,50,ZX_split,0.20949326253829081,0.7905067374617092
3,1,50,XYZ_split,0.20949326253829081,0.7905067374617092
3,1,50,RL_adaptive,0.7791254590977792,0.2208745409022208
3,1,100,Z_only,0.008969528430274713,0.9910304715697252
3,1,100,ZX_split,0.20949326253829081,0.7905067374617092
3,1,100,XYZ_split,0.20949326253829081,0.7905067374617092
3,1,100,RL_adaptive,0.7791254590977792,0.2208745409022208
3,1,250,Z_only,0.008969528430274713,0.9910304715697252
3,1,250,ZX_split,0.20949326253829081,0.7905067374617092
3,1,250,XYZ_split,0.20949326253829081,0.7905067374617092
