target_id,seed,theta1,theta2,N,method,l1,kl
0,3,4.287343201487349,0.33816743455556175,250,MLE,0.01664065470366538,0.18176772725914192
0,3,4.287343201487349,0.33816743455556175,250,Dirichlet(alpha=0.5),0.01267240073541146,0.005682253549018927
0,3,4.287343201487349,0.33816743455556175,500,MLE,0.0450080161506059,0.0023303921471534705
0,3,4.287343201487349,0.33816743455556175,500,Dirichlet(alpha=0.5),0.04637853407889285,0.0023584764762629613
0,3,4.287343201487349,0.33816743455556175,1000,MLE,0.0430080161506059,0.0023217433672884057
0,3,4.287343201487349,0.33816743455556175,1000,Dirichlet(alpha=0.5),0.04369863491308098,0.0021585418150493647
0,4,4.287343201487349,0.33816743455556175,10,MLE,0.2276326385530595,0.6606806067408917
0,4,4.287343201487349,0.33816743455556175,10,Dirichlet(alpha=0.5),0.15433019096968037,0.040075993244933966
0,4,4.287343201487349,0.33816743455556175,25,MLE,0.30763263855305945,0.6909087256091229
0,4,4.287343201487349,0.33816743455556175,25,Dirichlet(alpha=0.5),0.24062161347902367,0.04642466152662879
0,4,4.287343201487349,0.33816743455556175,50,MLE,0.10763751234001245,0.1878018646788528
0,4,4.287343201487349,0.33816743455556175,50,Dirichlet(alpha=0.5),0.09022762686711625,0.006466373658950086
0,4,4.287343201487349,0.33816743455556175,100,MLE,0.21099198384939408,0.48070344467453674
0,4,4.287343201487349,0.33816743455556175,100,Dirichlet(alpha=0.5),0.19922727796704115,0.04061551473333916
0,4,4.287343201487349,0.33816743455556175,250,MLE,0.042991983849394,0.003404895241182645
0,4,4.287343201487349,0.33816743455556175,250,Dirichlet(alpha=0.5),0.0395634124208226,0.0029696482128213457
0,4,4.287343201487349,0.33816743455556175,500,MLE,0.020635780916712414,0.18189435136253262
0,4,4.287343201487349,0.33816743455556175,500,Dirichlet(alpha=0.5),0.016795143466513354,0.010403181840124894
0,4,4.287343201487349,0.33816743455556175,1000,MLE,0.0053642190832874845,0.00012428218331534844
0,4,4.287343201487349,0.33816743455556175,1000,Dirichlet(alpha=0.5),0.0072364745723094825,0.00022117691158038454
1,0,1.3845619148968347,1.1584422520399775,10,MLE,0.44490670044168107,0.11625804034163284
1,0,1.3845619148968347,1.1584422520399775,10,Dirichlet(alpha=0.5),0.40076719248681747,0.10052083848235141
1,0,1.3845619148968347,1.1584422520399775,25,MLE,0.3657940503270826,0.16014897612792212
1,0,1.3845619148968347,1.1584422520399775,25,Dirichlet(alpha=0.5),0.33320145773449006,0.1149828489564195
