target_id,seed,N,method,plane,alpha1,alpha2,fidelity,infidelity,shots_X,shots_Y,shots_Z
40,3,500,Z_only,YZ,0.5235590902283719,1.970660985759607,0.7204011270367074,0.27959887296329256,0,0,500
40,3,500,ZX_split,YZ,0.5235590902283719,1.970660985759607,0.7169174026062306,0.2830825973937694,250,0,250
40,3,500,XYZ_split,YZ,0.5235590902283719,1.970660985759607,0.997863797544885,0.0021362024551150327,167,167,166
40,3,500,ORACLE_plane,YZ,0.5235590902283719,1.970660985759607,0.9973275775304336,0.002672422469566449,0,250,250
40,4,10,Z_only,YZ,0.5235590902283719,1.970660985759607,0.7204011270367074,0.27959887296329256,0,0,10
40,4,10,ZX_split,YZ,0.5235590902283719,1.970660985759607,0.5510330243505416,0.4489669756494584,5,0,5
40,4,10,XYZ_split,YZ,0.5235590902283719,1.970660985759607,0.8231489017866227,0.1768510982133773,4,3,3
40,4,10,ORACLE_plane,YZ,0.5235590902283719,1.970660985759607,0.9379057145470463,0.0620942854529537,0,5,5
40,4,25,Z_only,YZ,0.5235590902283719,1.970660985759607,0.7204011270367074,0.27959887296329256,0,0,25
40,4,25,ZX_split,YZ,0.5235590902283719,1.970660985759607,0.6961702112062182,0.30382978879378175,12,0,13
40,4,25,XYZ_split,YZ,0.5235590902283719,1.970660985759607,0.9413321702524534,0.058667829747546585,9,8,8
40,4,25,ORACLE_plane,YZ,0.5235590902283719,1.970660985759607,0.9874123316197384,0.012587668380261596,0,13,12
40,4,50,Z_only,YZ,0.5235590902283719,1.970660985759607,0.7204011270367074,0.27959887296329256,0,0,50
40,4,50,ZX_split,YZ,0.5235590902283719,1.970660985759607,0.7138642526093918,0.2861357473906082,25,0,25
40,4,50,XYZ_split,YZ,0.5235590902283719,1.970660985759607,0.9739067595449222,0.02609324045507777,17,17,16
40,4,50,ORACLE_plane,YZ,0.5235590902283719,1.970660985759607,0.9894057230350838,0.010594276964916216,0,25,25
40,4,100,Z_only,YZ,0.5235590902283719,1.970660985759607,0.7204011270367074,0.27959887296329256,0,0,100
40,4,100,ZX_split,YZ,0.5235590902283719,1.970660985759607,0.716880368050815,0.283119631949185,50,0,50
40,4,100,XYZ_split,YZ,0.5235590902283719,1.970660985759607,0.9788941748483612,0.021105825151638835,34,33,33
40,4,100,ORACLE_plane,YZ,0.5235590902283719,1.970660985759607,0.9995384159708947,0.00046158402910534413,0,50,50
40,4,250,Z_only,YZ,0.5235590902283719,1.970660985759607,0.7204011270367074,0.27959887296329256,0,0,250
40,4,250,ZX_split,YZ,0.5235590902283719,1.970660985759607,0.7196265367765842,0.28037346322341583,125,0,125
40,4,250,XYZ_split,YZ,0.5235590902283719,1.970660985759607,0.9919712756021649,0.008028724397835085,84,83,83
40,4,250,ORACLE_plane,YZ,0.5235590902283719,1.970660985759607,0.999552758754699,0.00044724124530104437,0,125,125
40,4,500,Z_only,YZ,0.5235590902283719,1.970660985759607,0.7204011270367074,0.27959887296329256,0,0,500
40,4,500,ZX_split,YZ,0.5235590902283719,1.970660985759607,0.7166689237399008,0.28333107626009923,250,0,250
40,4,500,XYZ_split,YZ,0.5235590902283719,1.970660985759607,0.9779290953320003,0.022070904667999658,167,167,166
40,4,500,ORACLE_plane,YZ,0.5235590902283719,1.970660985759607,0.9976760268958805,0.00232397310411947,0,250,250
41,0,10,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,10
41,0,10,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.34442316110805127,0.6555768388919487,5,0,5
41,0,10,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.8988039305329282,0.10119606946707183,4,3,3
41,0,10,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9203474498771941,0.07965255012280592,0,5,5
41,0,25,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,25
41,0,25,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.5272120248596576,0.47278797514034243,12,0,13
41,0,25,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9784228759709247,0.0215771240290753,9,8,8
41,0,25,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9707680161476417,0.029231983852358256,0,13,12
41,0,50,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,50
41,0,50,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.4943083111916445,0.5056916888083556,25,0,25
41,0,50,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.960748552771972,0.03925144722802798,17,17,16
41,0,50,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.998975733611299,0.0010242663887010117,0,25,25
41,0,100,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,100
41,0,100,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.5196846939340012,0.4803153060659988,50,0,50
41,0,100,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9700667181091487,0.029933281890851315,34,33,33
41,0,100,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9819672724453754,0.018032727554624595,0,50,50
41,0,250,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,250
41,0,250,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.5346158023554188,0.46538419764458117,125,0,125
41,0,250,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9865382776617485,0.013461722338251492,84,83,83
41,0,250,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9995988381130623,0.0004011618869377287,0,125,125
41,0,500,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,500
41,0,500,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.5366842613886508,0.4633157386113492,250,0,250
41,0,500,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9967011316480848,0.003298868351915174,167,167,166
41,0,500,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9994010161850445,0.0005989838149554894,0,250,250
41,1,10,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,10
41,1,10,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.46263544245278165,0.5373645575472183,5,0,5
41,1,10,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.630460688336904,0.36953931166309595,4,3,3
41,1,10,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.986291709758569,0.013708290241431054,0,5,5
41,1,25,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,25
41,1,25,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.4511431093086987,0.5488568906913013,12,0,13
41,1,25,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9547608811645568,0.04523911883544318,9,8,8
41,1,25,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9835697012846615,0.01643029871533852,0,13,12
41,1,50,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,50
41,1,50,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.5295279388301559,0.4704720611698441,25,0,25
41,1,50,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9367615653264422,0.06323843467355783,17,17,16
41,1,50,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9663003831938499,0.03369961680615008,0,25,25
41,1,100,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,100
41,1,100,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.5182066981388117,0.4817933018611883,50,0,50
41,1,100,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9867857776019852,0.013214222398014841,34,33,33
41,1,100,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9953752814748577,0.004624718525142346,0,50,50
41,1,250,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,250
41,1,250,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.5253745320899041,0.47462546791009586,125,0,125
41,1,250,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9940847456175242,0.005915254382475754,84,83,83
41,1,250,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9981415762597889,0.001858423740211057,0,125,125
41,1,500,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,500
41,1,500,ZX_split,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,250,0,250
41,1,500,XYZ_split,YZ,2.5167790821545832,2.7728456763788323,0.9968172184756964,0.003182781524303624,167,167,166
41,1,500,ORACLE_plane,YZ,2.5167790821545832,2.7728456763788323,0.9971092068591596,0.0028907931408403975,0,250,250
41,2,10,Z_only,YZ,2.5167790821545832,2.7728456763788323,0.5390587522815664,0.4609412477184336,0,0,10
