state_group,target_id,seed,N,noise,theta1,phi1,theta2,phi2,method,fidelity,infidelity,shots_ZZ,shots_ZX,shots_ZY,shots_XZ,shots_XX,shots_XY,shots_YZ,shots_YX,shots_YY
uniform,4,0,25,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,25,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8872980249014065,0.11270197509859348,,,,,,,,,
uniform,4,0,25,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9416471319132022,0.05835286808679785,,,,,,,,,
uniform,4,0,25,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9860390365004573,0.013960963499542678,1.0,0.0,6.0,0.0,7.0,0.0,9.0,0.0,2.0
uniform,4,0,25,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,25,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8897291014115906,0.11027089858840944,,,,,,,,,
uniform,4,0,25,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9348339461748673,0.06516605382513274,,,,,,,,,
uniform,4,0,25,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9466443102957727,0.05335568970422733,1.0,0.0,6.0,6.0,2.0,0.0,2.0,5.0,3.0
uniform,4,0,25,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,25,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8098669963997236,0.1901330036002764,,,,,,,,,
uniform,4,0,25,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9517378278892571,0.04826217211074291,,,,,,,,,
uniform,4,0,25,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8885639223439593,0.11143607765604069,1.0,0.0,6.0,4.0,4.0,0.0,4.0,4.0,2.0
uniform,4,0,25,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,25,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8148571142407406,0.1851428857592594,,,,,,,,,
uniform,4,0,25,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.657489510632818,0.342510489367182,,,,,,,,,
uniform,4,0,25,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8542430874374638,0.1457569125625362,1.0,0.0,6.0,6.0,3.0,0.0,1.0,5.0,3.0
uniform,4,0,50,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,50,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9050546014618616,0.09494539853813844,,,,,,,,,
uniform,4,0,50,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9661893803004835,0.033810619699516486,,,,,,,,,
uniform,4,0,50,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9955720124920541,0.00442798750794593,15.0,1.0,0.0,0.0,1.0,13.0,0.0,17.0,3.0
uniform,4,0,50,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,50,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9026868751551447,0.09731312484485533,,,,,,,,,
uniform,4,0,50,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.8352439577442133,0.16475604225578666,,,,,,,,,
uniform,4,0,50,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9841021415403892,0.01589785845961078,14.0,3.0,0.0,1.0,1.0,10.0,0.0,16.0,5.0
uniform,4,0,50,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,50,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9034921129772694,0.09650788702273061,,,,,,,,,
uniform,4,0,50,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.928797617578016,0.07120238242198396,,,,,,,,,
uniform,4,0,50,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9351560168205859,0.06484398317941409,14.0,2.0,0.0,1.0,1.0,11.0,0.0,17.0,4.0
uniform,4,0,50,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,50,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.904748724672713,0.09525127532728705,,,,,,,,,
uniform,4,0,50,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9311864290225981,0.06881357097740193,,,,,,,,,
uniform,4,0,50,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.7490522715045177,0.2509477284954823,14.0,0.0,1.0,0.0,2.0,14.0,0.0,15.0,4.0
uniform,4,0,100,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,100,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9045140271214646,0.09548597287853544,,,,,,,,,
uniform,4,0,100,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9796238296555629,0.02037617034443706,,,,,,,,,
uniform,4,0,100,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.984600682998496,0.015399317001503987,15.0,4.0,0.0,0.0,15.0,11.0,0.0,33.0,22.0
uniform,4,0,100,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,100,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9081068685423198,0.09189313145768019,,,,,,,,,
uniform,4,0,100,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9826284429010593,0.01737155709894067,,,,,,,,,
uniform,4,0,100,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9644094225537408,0.03559057744625915,16.0,5.0,0.0,0.0,15.0,10.0,0.0,30.0,24.0
uniform,4,0,100,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,100,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.908432498035623,0.09156750196437702,,,,,,,,,
uniform,4,0,100,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9775947780951714,0.02240522190482863,,,,,,,,,
uniform,4,0,100,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8537025246962592,0.14629747530374082,11.0,8.0,0.0,1.0,11.0,12.0,0.0,33.0,24.0
uniform,4,0,100,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,0,100,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9049218521237705,0.09507814787622948,,,,,,,,,
uniform,4,0,100,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9224957571277647,0.07750424287223534,,,,,,,,,
uniform,4,0,100,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8951585516404629,0.10484144835953713,11.0,7.0,0.0,5.0,9.0,12.0,0.0,36.0,20.0
uniform,4,1,5,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,5,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.834953924527472,0.16504607547252803,,,,,,,,,
uniform,4,1,5,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.854150573198958,0.14584942680104196,,,,,,,,,
uniform,4,1,5,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.7346152757545846,0.26538472424541537,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
uniform,4,1,5,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,5,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.461084023783848,0.538915976216152,,,,,,,,,
uniform,4,1,5,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.44332913167367155,0.5566708683263284,,,,,,,,,
uniform,4,1,5,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.7692965967525027,0.23070340324749727,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
uniform,4,1,5,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,5,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.4735417769168666,0.5264582230831334,,,,,,,,,
uniform,4,1,5,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.7871357131404215,0.21286428685957848,,,,,,,,,
uniform,4,1,5,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8349740112311196,0.16502598876888042,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
uniform,4,1,5,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.0648703105678701,0.9351296894321299,,,,,,,,,
uniform,4,1,5,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8310144370846283,0.1689855629153717,,,,,,,,,
uniform,4,1,5,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.6984972900573456,0.3015027099426544,,,,,,,,,
uniform,4,1,5,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.5785151955179831,0.42148480448201686,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
uniform,4,1,10,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,10,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8853151539593257,0.1146848460406743,,,,,,,,,
uniform,4,1,10,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.7302982410646712,0.2697017589353288,,,,,,,,,
uniform,4,1,10,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8164796372257793,0.18352036277422068,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
uniform,4,1,10,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,10,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.622400189459893,0.37759981054010705,,,,,,,,,
uniform,4,1,10,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.792987473496864,0.20701252650313595,,,,,,,,,
uniform,4,1,10,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.7863098899151317,0.21369011008486827,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
uniform,4,1,10,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,10,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8695734113513488,0.1304265886486512,,,,,,,,,
uniform,4,1,10,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.6829048989029105,0.3170951010970895,,,,,,,,,
uniform,4,1,10,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8524916858151316,0.14750831418486843,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0
uniform,4,1,10,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,10,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.7659580480487609,0.2340419519512391,,,,,,,,,
uniform,4,1,10,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.8345972216944765,0.16540277830552352,,,,,,,,,
uniform,4,1,10,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.45951072245097474,0.5404892775490253,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0
uniform,4,1,25,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,25,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8942583130580167,0.10574168694198327,,,,,,,,,
uniform,4,1,25,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.8088057488195652,0.19119425118043476,,,,,,,,,
uniform,4,1,25,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9673709315085318,0.03262906849146818,1.0,1.0,6.0,0.0,6.0,0.0,8.0,1.0,2.0
uniform,4,1,25,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,25,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8535053026820615,0.14649469731793852,,,,,,,,,
uniform,4,1,25,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9253933525766919,0.07460664742330814,,,,,,,,,
uniform,4,1,25,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9398868986051663,0.06011310139483372,1.0,0.0,6.0,3.0,4.0,0.0,5.0,3.0,3.0
uniform,4,1,25,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,25,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9054820706469389,0.09451792935306114,,,,,,,,,
uniform,4,1,25,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9270126793866623,0.07298732061333768,,,,,,,,,
uniform,4,1,25,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9808759866342561,0.019124013365743875,1.0,0.0,7.0,1.0,6.0,0.0,8.0,1.0,1.0
uniform,4,1,25,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,25,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.7253978472024362,0.27460215279756384,,,,,,,,,
uniform,4,1,25,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.8757607006120881,0.1242392993879119,,,,,,,,,
uniform,4,1,25,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9038438983969743,0.09615610160302568,1.0,0.0,6.0,0.0,7.0,0.0,9.0,1.0,1.0
uniform,4,1,50,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,50,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8826602487901671,0.11733975120983287,,,,,,,,,
uniform,4,1,50,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9845432009332582,0.0154567990667418,,,,,,,,,
uniform,4,1,50,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.95626151185982,0.04373848814018,13.0,3.0,0.0,0.0,2.0,12.0,1.0,14.0,5.0
uniform,4,1,50,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,50,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8906663911890466,0.10933360881095344,,,,,,,,,
uniform,4,1,50,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9635836418214873,0.03641635817851274,,,,,,,,,
uniform,4,1,50,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9906125983658446,0.009387401634155412,16.0,1.0,0.0,0.0,2.0,11.0,0.0,16.0,4.0
uniform,4,1,50,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,50,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9083177299606158,0.09168227003938423,,,,,,,,,
uniform,4,1,50,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9641918788959756,0.035808121104024426,,,,,,,,,
uniform,4,1,50,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9100376862352275,0.08996231376477248,12.0,5.0,0.0,1.0,1.0,14.0,0.0,13.0,4.0
uniform,4,1,50,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,50,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9063553691293719,0.09364463087062813,,,,,,,,,
uniform,4,1,50,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9377750395977047,0.062224960402295304,,,,,,,,,
uniform,4,1,50,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.6873188181198502,0.3126811818801498,12.0,4.0,0.0,0.0,4.0,11.0,3.0,12.0,4.0
uniform,4,1,100,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,100,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.905136688670275,0.09486331132972503,,,,,,,,,
uniform,4,1,100,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.983972254858486,0.01602774514151395,,,,,,,,,
uniform,4,1,100,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9690192131956914,0.030980786804308602,12.0,7.0,0.0,0.0,13.0,12.0,0.0,33.0,23.0
uniform,4,1,100,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,100,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9071888520943051,0.09281114790569489,,,,,,,,,
uniform,4,1,100,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9708259686959824,0.029174031304017634,,,,,,,,,
uniform,4,1,100,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9770005546979552,0.022999445302044785,16.0,5.0,0.0,0.0,14.0,9.0,0.0,32.0,24.0
uniform,4,1,100,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,100,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8865155512271333,0.11348444877286668,,,,,,,,,
uniform,4,1,100,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9802448981337546,0.019755101866245406,,,,,,,,,
uniform,4,1,100,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9320104925378709,0.06798950746212906,12.0,7.0,0.0,2.0,11.0,12.0,0.0,33.0,23.0
uniform,4,1,100,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,1,100,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.9030001955567287,0.09699980444327128,,,,,,,,,
uniform,4,1,100,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9787471639772598,0.021252836022740196,,,,,,,,,
uniform,4,1,100,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9596905273009586,0.04030947269904139,12.0,7.0,0.0,1.0,13.0,11.0,0.0,34.0,22.0
uniform,4,2,5,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,2,5,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.7442726613824832,0.25572733861751684,,,,,,,,,
uniform,4,2,5,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.8774272111322794,0.1225727888677206,,,,,,,,,
uniform,4,2,5,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9146194080940312,0.0853805919059688,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
uniform,4,2,5,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,2,5,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8691188512876246,0.13088114871237544,,,,,,,,,
uniform,4,2,5,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.8342496366051421,0.16575036339485794,,,,,,,,,
uniform,4,2,5,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8847400174503166,0.11525998254968339,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
uniform,4,2,5,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,2,5,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.834953924527472,0.16504607547252803,,,,,,,,,
uniform,4,2,5,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.854150573198958,0.14584942680104196,,,,,,,,,
uniform,4,2,5,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.48955305145887573,0.5104469485411243,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
uniform,4,2,5,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,2,5,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8691188512876246,0.13088114871237544,,,,,,,,,
uniform,4,2,5,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.5456903148391092,0.45430968516089076,,,,,,,,,
uniform,4,2,5,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8499033364272414,0.15009666357275864,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
uniform,4,2,10,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,2,10,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.676313910081742,0.323686089918258,,,,,,,,,
uniform,4,2,10,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.7435239480330875,0.2564760519669125,,,,,,,,,
uniform,4,2,10,0.0,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.8009723177546534,0.19902768224534662,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0
uniform,4,2,10,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.23664838175178965,0.7633516182482103,,,,,,,,,
uniform,4,2,10,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.8654705819208649,0.1345294180791351,,,,,,,,,
uniform,4,2,10,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.9495197618757099,0.050480238124290144,,,,,,,,,
uniform,4,2,10,0.05,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.9294311363267586,0.07056886367324144,1.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0
uniform,4,2,10,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
uniform,4,2,10,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,ZX_split,0.3219668827711835,0.6780331172288165,,,,,,,,,
uniform,4,2,10,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,XYZ_split,0.4672008087353627,0.5327991912646373,,,,,,,,,
uniform,4,2,10,0.1,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,RL_adaptive,0.7651745049524166,0.23482549504758343,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0
uniform,4,2,10,0.15,1.0686946418239447,6.153848719018695,0.6009036782374315,4.688811600344626,Z_only,0.6757641296808622,0.3242358703191378,,,,,,,,,
